" Liczba punktów, jaką uzyskali uczniowie przyjęci do szkół ponadgimnazjalnych w roku szkolnym 2018/2019 ",,,,,,
Dane z 12.07.2018 r. (listy przyjętych w rekrutacji zasadniczej),,,,,,
,,,,,,
Dzielnica szkoły,typ szkoły,Nazwa szkoły,Grupa rekrutacyjna/oddział,Minimum,Średnia,Maksimum
Śródmieście,LO,XXVII Liceum Ogólnokształcące im. Tadeusza Czackiego,"1b1 [O] hist-wos-ang (ang-fra*,niem*,hisz*)","187,6","190,53","
laureat/ci"
Śródmieście,LO,XXVII Liceum Ogólnokształcące im. Tadeusza Czackiego,"1b2 [O] hist-wos-obcy (fra*,hisz*,niem*-ang)","177,2","181,31","
laureat/ci"
Śródmieście,LO,XXVII Liceum Ogólnokształcące im. Tadeusza Czackiego,"1c1 [O] wos-geogr-mat-ang (ang-fra*,hisz*,niem*)",Laureat,Laureat,Laureat
Śródmieście,LO,XXVII Liceum Ogólnokształcące im. Tadeusza Czackiego,"1c2 [O] wos-geogr-mat-obcy (fra*,hisz*,niem*-ang)",183,"186,98","
laureat/ci"
Śródmieście,LO,XXVII Liceum Ogólnokształcące im. Tadeusza Czackiego,"1e1 [O] inf-mat-fiz-ang (ang-fra*,hisz*,niem*)","185,6","187,84","
laureat/ci"
Śródmieście,LO,XXVII Liceum Ogólnokształcące im. Tadeusza Czackiego,"1e2 [O] inf-mat-fiz-obcy (fra*,hisz*,niem*-ang)","181,4","183,80","
laureat/ci"
Śródmieście,LO,XXXVII Liceum Ogólnokształcące im. Jarosława Dąbrowskiego,"1A [O] pol-hist-wos (ang*-niem*,ros,wlo)","159,8","163,51","172,2"
Śródmieście,LO,XXXVII Liceum Ogólnokształcące im. Jarosława Dąbrowskiego,1B [O] wło-ang-pol-geogr (wlo-ang),"160,4","164,58","178,6"
Śródmieście,LO,XXXVII Liceum Ogólnokształcące im. Jarosława Dąbrowskiego,"1C [O] mat-fiz-inf (ang*-niem*,ros,wlo)","167,6","171,29","197,6"
Śródmieście,LO,XXXVII Liceum Ogólnokształcące im. Jarosława Dąbrowskiego,"1D [O] mat-biol-chem (ang*-niem*,ros,wlo)","165,6","169,10","178,8"
Śródmieście,LO,XXXVII Liceum Ogólnokształcące im. Jarosława Dąbrowskiego,"1E [O] mat-geogr (ang*-niem*,ros,wlo)","165,6","169,97",186
Śródmieście,LO,XXXVII Liceum Ogólnokształcące im. Jarosława Dąbrowskiego,"1F [O] mat-hist-ang (ang-niem*,ros,wlo)","162,2","166,06","
laureat/ci"
Śródmieście,LO,XXXVII Liceum Ogólnokształcące im. Jarosława Dąbrowskiego,"1G [O] biol-chem (ang*-niem*,ros,wlo)","164,6","167,92","
laureat/ci"
Targówek,LO,Branżowa Szkoła I stopnia nr 41,1A+1B [O] wielozawodowa (ang*),"32,6","52,93","81,4"
Targówek,LO,Branżowa Szkoła I stopnia nr 41,1C [O] Fryzjer (ang*),"41,8","57,84","101,2"
Targówek,LO,Branżowa Szkoła I stopnia nr 41,1D [O] Monter zabudowy i robót wykończeniowych w budownictwie (ang*),"43,4","73,69",95
Targówek,LO,CII Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. Księdza Józefa Woźniaka,"1 AIO [I-o] pol-ang-hist (ang-niem*,ros*)","69,4","90,91","115,5"
Targówek,LO,CII Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. Księdza Józefa Woźniaka,"1 BIO [I-o] pol-ang-hist (ang-niem*,ros*)","64,8","86,69","131,2"
Targówek,LO,CLXII Liceum Ogólnokształcące,"1A [O] biol-chem-mat (ang-hisz*,niem*,ros*)",48,"102,93","158,2"
Targówek,LO,CLXII Liceum Ogólnokształcące,"1B [S] pol-hist-ang (ang-hisz*,niem*,ros*)",31**,"68,43**",100**
Targówek,LO,CLXII Liceum Ogólnokształcące,"1C [S] geogr-mat-ang (ang-hisz*,niem*,ros*)",31**,"69,48**",100**
Targówek,LO,CXXXVII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Roberta Schumana,"1A [D] geogr-hist-wos (ang-niem,fra)","156,2*","164,99*","182,99*"
Targówek,LO,CXXXVII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Roberta Schumana,"1B/1 [O] biol-chem-mat (niem-ang,fra*)","141,4","152,56",173
Targówek,LO,CXXXVII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Roberta Schumana,"1B/2 [O] biol-chem-mat (ang-niem*,fra*)","147,4","155,68",172
Targówek,LO,CXXXVII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Roberta Schumana,"1C/1 [O] hist-pol-wos (fra-ang,niem*)","130,4","137,53","157,4"
Targówek,LO,CXXXVII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Roberta Schumana,"1C/2 [O] hist-pol-wos (ang-niem*,fra*)",142,"147,68","157,4"
Targówek,T,Technikum nr 11 im. Piotra Wysockiego,"1a [O] Technik obsługi turystycznej (ang*-fra*,niem*,ros*)","63,2","89,75",140
Targówek,T,Technikum nr 11 im. Piotra Wysockiego,"1b [O] Technik hotelarstwa (ang*-fra*,niem*,ros*)","48,6","80,18","159,6"
Targówek,T,Technikum nr 11 im. Piotra Wysockiego,"1c [O] Technik eksploatacji portów i terminali (ang*-fra*,niem*,ros*)",69,"86,08","126,4"
Targówek,T,Technikum nr 11 im. Piotra Wysockiego,"1d [O] Technik organizacji reklamy (ang*-fra*,niem*,ros*)","63,2","88,74","157,8"
Targówek,T,Technikum nr 11 im. Piotra Wysockiego,"1e [O] Technik grafiki i poligrafii cyfrowej (ang*-fra*,niem*,ros*)",83,"107,59",155
Targówek,T,Technikum nr 11 im. Piotra Wysockiego,"1f [O] Technik lotniskowych służb operacyjnych (ang*-fra*,niem*,ros*)","81,6","105,23","146,4"
Targówek,T,Technikum nr 11 im. Piotra Wysockiego,"1g [O] Technik ekonomista (ang*-fra*,niem*,ros*)",56,"103,86","151,6"
Targówek,T,Technikum nr 30,1TA [O] Technik usług fryzjerskich (ang*-niem*),"41,6","64,94","102,4"
Targówek,T,Technikum nr 30,1TB [O] Technik budownictwa (ang*-niem*),"54,8","65,42","112,8"
Targówek,T,Technikum nr 30,1TC [O] Technik technologii drewna (ang*-niem*),"43,4","92,03","148,8"
Targówek,LO,XIII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. płk. Leopolda Lisa-Kuli,"1A [O] pol-hist-ang (ang-niem*,ros,fra)","129,2","139,82",164
Targówek,LO,XIII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. płk. Leopolda Lisa-Kuli,"1B [O] mat-fiz-ang (ang-fra,niem*,ros)","122,6","137,84","172,2"
Targówek,LO,XIII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. płk. Leopolda Lisa-Kuli,"1C [O] biol-chem-ang (ang-fra,niem*,ros)",126,"136,69","154,6"
Targówek,LO,XIII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. płk. Leopolda Lisa-Kuli,"1D [O] inf-ang-mat (ang-fra,niem*,ros)","125,6","138,72","158,6"
Targówek,LO,XIII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. płk. Leopolda Lisa-Kuli,"1E [O] geogr-ang-mat (ang-fra,niem*,ros)",134,"143,69","160,6"
Targówek,LO,XIII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. płk. Leopolda Lisa-Kuli,"1F [O] geogr-ang-pol (ang-fra,niem*,ros)","124,4","133,32","150,2"
Targówek,LO,XLVI Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Stefana Czarnieckiego,1ah [D] hist-geogr-hiszp (hisz-ang),"82,04*","120,04*","163,85*"
Targówek,LO,XLVI Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Stefana Czarnieckiego,1 an [D] hist-geogr-niem (niem-ang),"52,6*","108,88*","165,2*"
Targówek,LO,XLVI Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Stefana Czarnieckiego,"1b [O] pol-obcy-biol-hist (ang-fra*,hisz*,niem*,ros*,wlo*)","98,2","114,26","152,2"
Targówek,LO,XLVI Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Stefana Czarnieckiego,"1 bm [O] biol-chem-obcy (ang-fra*,hisz*,niem*,ros*,wlo*)","105,2","118,69","170,4"
Targówek,LO,XLVI Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Stefana Czarnieckiego,"1c [O] pol-obcy-wos (ang-fra*,hisz*,niem*,ros*,wlo*)","118,8","126,04","149,2"
Targówek,LO,XLVI Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Stefana Czarnieckiego,1d [O] ang-mat-geogr-inf (ang-niem*),"110,8","122,61","143,2"
Targówek,LO,XLVI Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Stefana Czarnieckiego,"1f [O] pol-obcy-wos (ang-fra*,hisz*,niem*,ros*,wlo*)","110,6","120,41","135,8"
Ursus,Br.I st.,Branżowa Szkoła I stopnia nr 37 im. Jana Karskiego,1W [O] wielozawodowa (ang),30,"71,62","108,8"
Ursus,LO,LVI Liceum Ogólnokształcące im. Rotmistrza Witolda Pileckiego,"1A [O] ang-mat (ang-fra,hisz,niem,ros)",69,"98,36",165
Ursus,LO,LVI Liceum Ogólnokształcące im. Rotmistrza Witolda Pileckiego,"1B [O] ang-biol (ang-fra,hisz,niem,ros)","66,4","92,19","130,6"
Ursus,LO,LVI Liceum Ogólnokształcące im. Rotmistrza Witolda Pileckiego,"1C [O] ang-wos (ang-fra,hisz,niem,ros)","94,2","111,86","145,6"
Ursus,T,Technikum nr 8 im. Jana Karskiego,1TIA [O] Technik informatyk (ang-niem*),"38,4","93,90","144,6"
Ursus,T,Technikum nr 8 im. Jana Karskiego,1 TIS [S] Technik informatyk (ang-niem*),24**,"65,47**",92**
Ursus,T,Technikum nr 8 im. Jana Karskiego,1TL [O] Technik logistyk (ang-ros*),"85,8","85,80","85,8"
Ursus,T,Technikum nr 8 im. Jana Karskiego,1 TOT [O] Technik obsługi turystycznej (ang-hisz*),"49,2","80,78",141
Ursus,T,Technikum nr 8 im. Jana Karskiego,1TS [O] Technik spedytor (ang-niem*),"51,2","69,40","93,6"
Ursynów,LO,CLVIII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Księżnej Izabeli Czartoryskiej,"1a [D] pol-wos (ang-hisz*,ros,niem,fra)","103,79*","142,90*","190,11*"
Ursynów,LO,CLVIII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Księżnej Izabeli Czartoryskiej,"1b [D] geogr-mat (ang-hisz*,ros,niem,fra)","95,08*","132,03*","159,57*"
Ursynów,LO,CLVIII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Księżnej Izabeli Czartoryskiej,"1c [O] ang-mat (ang-hisz*,ros,niem,fra)",123,"146,24","191,6"
Ursynów,LO,CLVIII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Księżnej Izabeli Czartoryskiej,1d [O] hiszp-pol (ang-hisz),95,"117,94",157
Ursynów,LO,LXIII Liceum Ogólnokształcące im. Lajosa Kossutha,"1a [I-o] ang-pol (ang-hisz*,ros*)","121,8","130,80",147
Ursynów,LO,LXIII Liceum Ogólnokształcące im. Lajosa Kossutha,"1b [O] ang-biol (ang-niem*,hisz*)","121,4","134,17","180,4"
Ursynów,LO,LXIII Liceum Ogólnokształcące im. Lajosa Kossutha,"1c [O] ang-hist (ang-niem*,hisz*)","116,2","130,16",164
Ursynów,LO,LXIII Liceum Ogólnokształcące im. Lajosa Kossutha,"1d [O] ang-mat (ang-niem*,hisz*)","127,8","143,12","168,8"
Ursynów,LO,LXX Liceum Ogólnokształcące im. Aleksandra Kamińskiego,1A1 [O] pol-hist-wos (ang-fra),"148,2","152,71",167
Ursynów,LO,LXX Liceum Ogólnokształcące im. Aleksandra Kamińskiego,1a2 [O] pol-hist-wos (ang-wlo),148,"154,54","162,6"
Ursynów,LO,LXX Liceum Ogólnokształcące im. Aleksandra Kamińskiego,1b1 [O] mat-fiz-inf (ang-niem),"163,4","165,92","168,8"
Ursynów,LO,LXX Liceum Ogólnokształcące im. Aleksandra Kamińskiego,1B2 [O] mat-fiz-inf (ang-niem),"159,6","161,23","164,4"
Ursynów,LO,LXX Liceum Ogólnokształcące im. Aleksandra Kamińskiego,1c1 [O] mat-geogr-niem (ang-niem),"150,8","154,81","163,2"
Ursynów,LO,LXX Liceum Ogólnokształcące im. Aleksandra Kamińskiego,1c2 [O] mat-geogr-hiszp (ang-hisz),"158,4","164,35","175,8"
Ursynów,LO,LXX Liceum Ogólnokształcące im. Aleksandra Kamińskiego,1d1 [O] biol-chem-mat (ang-niem),"160,2","163,21","171,2"
Ursynów,LO,LXX Liceum Ogólnokształcące im. Aleksandra Kamińskiego,1d2 [O] biol-chem-mat (ang-hisz),"156,6","161,63",175
Ursynów,LO,LXX Liceum Ogólnokształcące im. Aleksandra Kamińskiego,1e1 [O] mat-geogr-ang (ang-niem),157,"160,69",167
Ursynów,LO,LXX Liceum Ogólnokształcące im. Aleksandra Kamińskiego,1e2 [O] mat-geogr-ang (ang-fra),"154,2","158,97","167,2"
Wawer,LO,XXV Liceum Ogólnokształcące im. Józefa Wybickiego,"1a [O] ang-mat-geogr (ang-hisz*,niem*,ros*)","108,4","123,41",155
Wawer,LO,XXV Liceum Ogólnokształcące im. Józefa Wybickiego,"1b [O] ang-biol-chem (ang-hisz*,niem*,ros*)","113,4","127,70","153,2"
Wawer,LO,XXV Liceum Ogólnokształcące im. Józefa Wybickiego,"1c [O] pol-hist-h.szt. (ang-niem*,hisz*,ros*)",97,"108,64","134,2"
Wawer,LO,XXV Liceum Ogólnokształcące im. Józefa Wybickiego,"1d [O] ang-geogr-wos (ang-hisz*,niem*,ros*)","96,8","111,42","148,4"
Wawer,LO,"XXVI Liceum Ogólnokształcące im. gen. Henryka Jankowskiego ""Kuby""","1A [O] geogr-ang-mat (ang-niem*,hisz*)",64,"89,37","143,6"
Wawer,LO,"XXVI Liceum Ogólnokształcące im. gen. Henryka Jankowskiego ""Kuby""","1B(o) [I-o] pol-hist-wos (ang-hisz*,niem*)","82,4","96,10",137
Wilanów,LO,XXXVIII Liceum Ogólnokształcące im. Stanisława Kostki Potockiego,"1a [O] ang-geogr-wos (ang-fra,niem,ros,wlo,hisz*)",118,"129,39",146
Wilanów,LO,XXXVIII Liceum Ogólnokształcące im. Stanisława Kostki Potockiego,"1b [O] ang-mat-geogr (ang-fra,niem,ros,wlo,hisz*)","114,8","130,50",167
Wilanów,LO,XXXVIII Liceum Ogólnokształcące im. Stanisława Kostki Potockiego,"1c [O] ang-mat-fiz (ang-fra,niem,ros,wlo,hisz*)","119,2","136,30","161,4"
Włochy,LO,CLIX Liceum Ogólnokształcące im. Króla Jana III Sobieskiego,"1a [O] mat-fiz-inf (ang-hisz*,niem*,ros)","141,8","153,45","167,6"
Włochy,LO,CLIX Liceum Ogólnokształcące im. Króla Jana III Sobieskiego,"1b [O] mat-geogr-wos (ang-hisz*,niem*,ros)",133,"143,16","159,8"
Włochy,LO,CLIX Liceum Ogólnokształcące im. Króla Jana III Sobieskiego,"1c [O] biol-chem (ang-hisz*,niem*,ros)","122,6","142,23","167,4"
Włochy,LO,CLIX Liceum Ogólnokształcące im. Króla Jana III Sobieskiego,"1d [O] pol-hist-wos (ang-hisz*,niem*,ros)","129,6","142,51","167,2"
Włochy,LO,CLIX Liceum Ogólnokształcące im. Króla Jana III Sobieskiego,"1e [O] biol-chem-ang (ang-hisz*,niem*,ros)","130,8","147,26",177
Włochy,T,Technikum nr 9 Lotnicze im. Bohaterów Narwiku,"1TA [O] Technik awionik (ang-hisz,niem,ros)","146,2","158,54","
laureat/ci"
Włochy,T,Technikum nr 9 Lotnicze im. Bohaterów Narwiku,"1TC [O] Technik mechanik lotniczy (ang-hisz,niem,ros)","130,6","142,94","
laureat/ci"
Włochy,T,Technikum nr 9 Lotnicze im. Bohaterów Narwiku,"1TI [O] Technik informatyk (ang-hisz,niem,ros)","148,6","156,09","178,8"
Wola,Br.I st.,Branżowa Szkoła Fototechniczna I stopnia,1BF [O] Fotograf (ang),"63,8","83,09","112,8"
Wola,Br.I st.,Branżowa Szkoła I stopnia nr 39,1aw [O] wielozawodowa (ang),"48,2","64,50","80,4"
Wola,Br.I st.,Branżowa Szkoła I stopnia nr 39,1wi(o) [I-o] wielozawodowa (ang),"42,6","60,33",85
Wola,Br.I st.,Branżowa Szkoła I stopnia nr 57,1EM [O] Elektronik  (ang),"40,4","74,09","97,8"
Wola,Br.I st.,Branżowa Szkoła I stopnia nr 57,1ME [O] Mechatronik (ang),"66,4","67,10","67,8"
Wola,Br.I st.,Branżowa Szkoła I stopnia nr 6 im. Michała Konarskiego,1A [O] Kucharz (ang*),"43,2","75,90","109,8"
Wola,Br.I st.,Branżowa Szkoła I stopnia nr 66,1ms [O] Monter sieci i instalacji sanitarnych (ang),"79,6","81,30",83
Wola,Br.I st.,Branżowa Szkoła I stopnia nr 66,1mz [O] Monter zabudowy i robót wykończeniowych w budownictwie (ang),"61,6","78,00","105,2"
Wola,Br.I st.,Branżowa Szkoła Samochodowa I stopnia nr 1,1 bm [O] Mechanik pojazdów samochodowych (ang),"36,6","62,10","96,4"
Wola,LO,CLXI Liceum Ogólnokształcące,1AL [D] geogr-mat (hisz-ang),"127,62*","158,95*","184,43*"
Wola,LO,CLXI Liceum Ogólnokształcące,1BL [D] pol-hist-geogr (hisz-ang),"86,25*","146,46*","204,26*"
Wola,LO,CLXI Liceum Ogólnokształcące,"1CL [O] mat-fiz-chem (ang-niem*,hisz*)","69,6","123,49","157,8"
Wola,LO,CXIX Liceum Ogólnokształcące im. Jacka Kuronia,"1A [O] biol-wos (ang-fra*,niem*)",125,"137,24","164,75"
Wola,LO,CXIX Liceum Ogólnokształcące im. Jacka Kuronia,"1B [O] hist-wos (ang-fra*,niem*)","121,6","131,96","153,4"
Wola,LO,CXIX Liceum Ogólnokształcące im. Jacka Kuronia,"1C [O] pol-wos (ang-fra*,niem*)","125,6","134,91","154,8"
Wola,LO,CXIX Liceum Ogólnokształcące im. Jacka Kuronia,"1D [O] pol-hist (ang-fra*,niem*)","125,6","135,47","152,6"
Wola,LO,CXIX Liceum Ogólnokształcące im. Jacka Kuronia,"1E [O] biol-chem (ang-fra*,niem*)","131,6","140,98","160,8"
Wola,LO,CXXV Liceum Ogólnokształcące im. Waldemara Milewicza,"1La [O] ang-biol (ang-hisz,niem,ros,fra)",74,"97,19","123,8"
Wola,LO,CXXV Liceum Ogólnokształcące im. Waldemara Milewicza,"1Ld [O] ang-hist-mat (ang-hisz,niem,ros,fra)","73,4","111,46","161,2"
Wola,LO,CXXV Liceum Ogólnokształcące im. Waldemara Milewicza,"1Le [O] ang-hist-wos (ang-hisz,niem,ros,fra)","92,4","111,49","145,2"
Wola,LO,III Liceum Ogólnokształcące im. gen. Józefa Sowińskiego,1A [O] pol-wos-hist (ang-hisz*),"136,6","144,40","160,6"
Wola,LO,III Liceum Ogólnokształcące im. gen. Józefa Sowińskiego,1B [O] pol-hist-wos (ang-niem*),"132,2","137,74","160,4"
Wola,LO,III Liceum Ogólnokształcące im. gen. Józefa Sowińskiego,1C [O] geogr-mat-ang (ang-hisz*),147,"151,32","161,2"
Wola,LO,III Liceum Ogólnokształcące im. gen. Józefa Sowińskiego,1D [O] mat-inf-fiz (ang-ros*),"140,2","147,74",163
Wola,LO,III Liceum Ogólnokształcące im. gen. Józefa Sowińskiego,1E [O] mat-fiz-inf (ang-fra*),"138,8","145,30","159,4"
Wola,LO,III Liceum Ogólnokształcące im. gen. Józefa Sowińskiego,1F [O] biol-chem-mat (ang-niem*),"146,6","152,95","170,6"
Wola,LO,III Liceum Ogólnokształcące im. gen. Józefa Sowińskiego,1G [O] biol-chem-fiz (ang-niem*),"133,8","142,93","161,8"
Wola,LO,"LXXXVI Liceum Ogólnokształcące im. Batalionu ""Zośka""","1a [O] pol-hist-ang (ang-fra,hisz)","118,8","134,36","160,4"
Wola,LO,"LXXXVI Liceum Ogólnokształcące im. Batalionu ""Zośka""","1b [O] ang-mat-fiz (ang-niem,hisz)","113,4","127,64","156,4"
Wola,LO,"LXXXVI Liceum Ogólnokształcące im. Batalionu ""Zośka""","1c [O] geogr-wos-ang (ang-niem,hisz)","113,2","123,68","157,6"
Wola,LO,"LXXXVI Liceum Ogólnokształcące im. Batalionu ""Zośka""","1d [O] biol-chem-ang (ang-ros,hisz)","121,4","133,81","151,4"
Wola,LO,LXXXVIII Liceum Ogólnokształcące im. Michała Konarskiego,"1LA [O] biol (ang,niem-niem*,ang*)","92,8","109,40","139,8"
Wola,LO,LXXXVIII Liceum Ogólnokształcące im. Michała Konarskiego,"1LB [O] hist (ang,niem-ang*,niem*)","74,2","92,89",145
Wola,LO,LXXXVIII Liceum Ogólnokształcące im. Michała Konarskiego,"1LC [O] geogr (ang,niem-ang*,niem*)","67,6","87,32","125,6"
Wola,T,Technikum Budowlane nr 5 im. prof. Stefana Bryły,"1at [O] Technik budownictwa (ang-ros*,niem*)","52,8","89,66","140,4"
Wola,T,Technikum Budowlane nr 5 im. prof. Stefana Bryły,"1bt [O] Technik robót wykończeniowych w budownictwie (ang-niem*,ros*)","54,6","87,10","120,6"
Wola,T,Technikum Budowlane nr 5 im. prof. Stefana Bryły,"1kt [O] Technik architektury krajobrazu (ang-niem*,ros*)","73,4","96,12","121,8"
Wola,T,Technikum Budowlane nr 5 im. prof. Stefana Bryły,"1st [O] Technik urządzeń i systemów energetyki odnawialnej (ang-niem*,ros*)","61,4","93,80","120,8"
Wola,T,Technikum Elektroniczne nr 1,1A [O] Technik elektronik (ang-ros*),"110,8","122,16","147,8"
Wola,T,Technikum Elektroniczne nr 1,1B [O] Technik mechatronik (ang-ros*),"129,4","144,32","
laureat/ci"
Wola,T,Technikum Elektroniczne nr 1,1 CDEFG [O] Technik informatyk (ang-niem*),"120,2","134,93","
laureat/ci"
Wola,T,Technikum Fototechniczne,1CAN [O] Technik fotografii i multimediów (ang-niem),"135,4","146,86","
laureat/ci"
Wola,T,Technikum Fototechniczne,"1Ta,1Tb,1Tc [O] Technik fotografii i multimediów (ang-niem)","105,2","121,67","156,8"
Wola,T,Technikum nr 23 im. Fryderyka Skarbka,"1Ta,b [O] Technik ortopeda (ang-niem,hisz)","45,2","85,70","153,2"
Wola,T,Technikum nr 26,"1H [O] Technik hotelarstwa (ang,niem-ang*,niem*)","31,4","63,69",110
Wola,T,Technikum nr 26,"1Tż1_Tż2_Tż3 [O] Technik żywienia i usług gastronomicznych (ang,niem-niem*,ang*)","32,8","70,95","126,4"
Wola,T,Technikum nr 29,"1HOT [O] Technik hotelarstwa (ang-fra,niem,ros)","45,8","82,28",128
Wola,T,Technikum nr 29,"1 OTA/1 OTB [O] Technik obsługi turystycznej (ang-fra,niem,ros)",52,"87,93","153,4"
Wola,T,Technikum nr 29,"1 RTA/1 RTB [O] Technik organizacji reklamy (ang-fra,niem,ros)","49,8","89,94","
laureat/ci"
Wola,T,Technikum nr 3 im. Ludwika Krzywickiego,"1Ta,1Te [O] Technik ekonomista (ang-hisz,niem,ros,fra)","48,8","94,82",145
Wola,T,Technikum nr 3 im. Ludwika Krzywickiego,"1Tc [O] Technik obsługi turystycznej (ang-hisz,niem,ros,fra)","95,8","121,26","172,6"
Wola,T,Technikum Samochodowe nr 2 im. Czesława Orłowskiego,1 BRD/Porsche [O] Technik pojazdów samochodowych (ang-niem),"50,2","78,48","132,8"
Wola,T,Technikum Samochodowe nr 2 im. Czesława Orłowskiego,1 MAN [O] Technik pojazdów samochodowych (ang-niem),43,"75,09","
laureat/ci"
Wola,T,Technikum Samochodowe nr 2 im. Czesława Orłowskiego,1PC [O] Technik pojazdów samochodowych (ang-niem),45,"76,06","134,2"
Wola,T,Technikum Samochodowe nr 2 im. Czesława Orłowskiego,1 PIM/Porsche [O] Technik pojazdów samochodowych (ang-niem),"72,2","99,07","132,8"
Wola,T,Technikum Samochodowe nr 2 im. Czesława Orłowskiego,1PW [O] Technik pojazdów samochodowych (ang-niem),"62,2","103,92","159,2"
Wola,T,Technikum Samochodowe nr 2 im. Czesława Orłowskiego,1 YAM [O] Technik pojazdów samochodowych (ang-niem),"52,2","77,39","118,8"
Wola,LO,XCII Liceum Ogólnokształcące z Oddziałami Integracyjnymi,"1AI(o) [I-o] inf-ang-geogr (ang-hisz,niem,wlo)","69,4","94,52","117,4"
Wola,LO,XCII Liceum Ogólnokształcące z Oddziałami Integracyjnymi,"1As [S] ang-wos-biol (ang-niem,hisz)",68**,"70,1**",76**
Wola,LO,XCII Liceum Ogólnokształcące z Oddziałami Integracyjnymi,"1Bi(I(o)) [I-o] ang-hist-wos (ang-hisz,niem,wlo)",73,"100,44","142,5"
Wola,LO,XII Liceum Ogólnokształcące im. Henryka Sienkiewicza,"1a [O] mat-fiz-inf (ang-niem,ros)","157,4","160,61","166,8"
Wola,LO,XII Liceum Ogólnokształcące im. Henryka Sienkiewicza,1b [O] mat-geogr-ang (ang-hisz),"151,8","155,93","167,8"
Wola,LO,XII Liceum Ogólnokształcące im. Henryka Sienkiewicza,"1c [O] biol-chem (ang-niem,ros)",151,"156,73","173,2"
Wola,LO,XII Liceum Ogólnokształcące im. Henryka Sienkiewicza,"1d [O] pol-geogr-wos (ang-fra,wlo)","144,6","150,52","
laureat/ci"
Wola,LO,XII Liceum Ogólnokształcące im. Henryka Sienkiewicza,"1e [O] pol-hist-wos (ang-fra,niem)","140,4","148,31","165,4"
Wola,LO,XL Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Stefana Żeromskiego,"1A [O] mat-fiz-inf (ang-fra*,hisz*,niem*,wlo)","170,4","172,77","177,8"
Wola,LO,XL Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Stefana Żeromskiego,"1B [O] biol-chem (ang-fra*,hisz*,niem*,wlo)","168,4","171,66",181
Wola,LO,XL Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Stefana Żeromskiego,"1C [O] biol-chem-mat (ang-fra*,hisz*,niem*,wlo)","168,6","170,95","
laureat/ci"
Wola,LO,XL Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Stefana Żeromskiego,"1D [D] ang-pol-hist-wos (ang-fra*,hisz*,niem*,wlo)","178,04*","184,74*","
laureat/ci"
Wola,LO,XL Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Stefana Żeromskiego,"1E [O] pol-hist-wos (ang-fra*,hisz*,niem*,wlo)","160,4","165,77","182,2"
Wola,LO,XL Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Stefana Żeromskiego,"1F [O] mat-geogr-ang (ang-fra*,hisz*,niem*,wlo)",168,"172,15","181,8"
Wola,LO,XLV Liceum Ogólnokształcące im. Romualda Traugutta,"1A [O] biol-chem-inf (ang*-hisz,niem)","104,6","122,43","151,2"
Wola,LO,XLV Liceum Ogólnokształcące im. Romualda Traugutta,1B [O] pol-hist-wos (ang*-niem*),98,"110,83","152,4"
Wola,LO,XLV Liceum Ogólnokształcące im. Romualda Traugutta,"1C [O] ang-wos-geogr (ang-hisz,niem)","99,8","115,66","148,8"
Wola,LO,XXIV Liceum Ogólnokształcące im. Cypriana Kamila Norwida,"1A [O] ang-franc-niem-hist (ang-fra,niem)","135,8","146,16","163,2"
Wola,LO,XXIV Liceum Ogólnokształcące im. Cypriana Kamila Norwida,"1B [O] pol-hist-wos (ang-fra,niem)","139,2","145,91","155,2"
Wola,LO,XXIV Liceum Ogólnokształcące im. Cypriana Kamila Norwida,"1C [O] biol-chem-mat (ang-fra,niem)","151,8","157,30","166,2"
