Symbol oddziału,Nazwa krótka oddziału,Przedmioty rozszerzone,Zawód,Nazwa szkoły,Ulica szkoły,Nr budynku szkoły,Kod pocztowy szkoły,Dzielnica,Miejscowość szkoły,Gmina szkoły,Powiat szkoły,Typ szkoły (LO/LP/TECH/BR1St/LU/TU/PS),Uprawnienia publiczne,Nazwa Punktu Naboru,Miejscowość Punktu Naboru,Nazwa organu prowadzącego,Miejscowość organu prowadzącego,Liczba miejsc w oddziale,Liczebność podstawowa oddziału,Krotność oddziału (l. miejsc/liczebność podst.),Cykl kształcenia,Maksimum punktowe,Ze sprawdzianem uzdolnień (tak/nie),Typ szczególny
1a_TPS,[O] Technik pojazdów samochodowych (ang-niem),,Technik pojazdów samochodowych,Technikum Samochodowe nr 3,ul. Włościańska,35,01-710,Żoliborz,Warszawa,Warszawa (m),Warszawa,TECH,szkoła publiczna,Zespół Szkół Samochodowych i Licealnych nr 3 im. Ignacego Jana Paderewskiego,Warszawa,Żoliborz,Warszawa,32,32,1,5,200.00000,nie,ogólnodostępny
1b_TPS,[O] Technik pojazdów samochodowych (ang-niem),,Technik pojazdów samochodowych,Technikum Samochodowe nr 3,ul. Włościańska,35,01-710,Żoliborz,Warszawa,Warszawa (m),Warszawa,TECH,szkoła publiczna,Zespół Szkół Samochodowych i Licealnych nr 3 im. Ignacego Jana Paderewskiego,Warszawa,Żoliborz,Warszawa,32,32,1,5,200.00000,nie,ogólnodostępny
1c_TPS,[O] Technik pojazdów samochodowych (ang-ros),,Technik pojazdów samochodowych,Technikum Samochodowe nr 3,ul. Włościańska,35,01-710,Żoliborz,Warszawa,Warszawa (m),Warszawa,TECH,szkoła publiczna,Zespół Szkół Samochodowych i Licealnych nr 3 im. Ignacego Jana Paderewskiego,Warszawa,Żoliborz,Warszawa,32,32,1,5,200.00000,nie,ogólnodostępny
1d_TM,"[O] Technik logistyk (ang-niem,ros)",,Technik logistyk,Technikum Samochodowe nr 3,ul. Włościańska,35,01-710,Żoliborz,Warszawa,Warszawa (m),Warszawa,TECH,szkoła publiczna,Zespół Szkół Samochodowych i Licealnych nr 3 im. Ignacego Jana Paderewskiego,Warszawa,Żoliborz,Warszawa,32,32,1,5,200.00000,nie,ogólnodostępny
1e_TM,[O] Technik mechatronik (ang-niem),,Technik mechatronik,Technikum Samochodowe nr 3,ul. Włościańska,35,01-710,Żoliborz,Warszawa,Warszawa (m),Warszawa,TECH,szkoła publiczna,Zespół Szkół Samochodowych i Licealnych nr 3 im. Ignacego Jana Paderewskiego,Warszawa,Żoliborz,Warszawa,32,32,1,5,200.00000,nie,ogólnodostępny
1BS_MPS,[O] Mechanik pojazdów samochodowych (ang),,Mechanik pojazdów samochodowych,Branżowa Szkoła I stopnia nr 11,ul. Włościańska,35,01-710,Żoliborz,Warszawa,Warszawa (m),Warszawa,BR1St,szkoła publiczna,Zespół Szkół Samochodowych i Licealnych nr 3 im. Ignacego Jana Paderewskiego,Warszawa,Żoliborz,Warszawa,32,32,1,3,200.00000,nie,ogólnodostępny
1BS_LAK,[O] Lakiernik samochodowy (ang),,Lakiernik samochodowy,Branżowa Szkoła I stopnia nr 11,ul. Włościańska,35,01-710,Żoliborz,Warszawa,Warszawa (m),Warszawa,BR1St,szkoła publiczna,Zespół Szkół Samochodowych i Licealnych nr 3 im. Ignacego Jana Paderewskiego,Warszawa,Żoliborz,Warszawa,32,32,1,3,200.00000,nie,ogólnodostępny
1BS_KM,[O] Kierowca mechanik (ang),,Kierowca mechanik,Branżowa Szkoła I stopnia nr 11,ul. Włościańska,35,01-710,Żoliborz,Warszawa,Warszawa (m),Warszawa,BR1St,szkoła publiczna,Zespół Szkół Samochodowych i Licealnych nr 3 im. Ignacego Jana Paderewskiego,Warszawa,Żoliborz,Warszawa,32,32,1,3,200.00000,nie,ogólnodostępny
1BS_EM,[O] Elektromechanik pojazdów samochodowych (ang),,Elektromechanik pojazdów samochodowych,Branżowa Szkoła I stopnia nr 11,ul. Włościańska,35,01-710,Żoliborz,Warszawa,Warszawa (m),Warszawa,BR1St,szkoła publiczna,Zespół Szkół Samochodowych i Licealnych nr 3 im. Ignacego Jana Paderewskiego,Warszawa,Żoliborz,Warszawa,32,32,1,3,200.00000,nie,ogólnodostępny
1BS_MM,[O] Mechanik motocyklowy (ang),,Mechanik motocyklowy,Branżowa Szkoła I stopnia nr 11,ul. Włościańska,35,01-710,Żoliborz,Warszawa,Warszawa (m),Warszawa,BR1St,szkoła publiczna,Zespół Szkół Samochodowych i Licealnych nr 3 im. Ignacego Jana Paderewskiego,Warszawa,Żoliborz,Warszawa,32,32,1,3,200.00000,nie,ogólnodostępny
1TE,[O] Technik elektronik (ang-niem),,Technik elektronik,Technikum Nr 1,Szpitalna,10,05-500,brak,Piaseczno,Piaseczno (M-w),piaseczyński,TECH,szkoła publiczna,Zespół Szkół Nr 1,Piaseczno,Powiat Piaseczyński,Piaseczno,28,28,1,5,200.00000,nie,ogólnodostępny
1TI,"[O] Technik informatyk (ang-niem,ros)",,Technik informatyk,Technikum Nr 1,Szpitalna,10,05-500,brak,Piaseczno,Piaseczno (M-w),piaseczyński,TECH,szkoła publiczna,Zespół Szkół Nr 1,Piaseczno,Powiat Piaseczyński,Piaseczno,28,28,1,5,200.00000,nie,ogólnodostępny
1TS,[O] Technik pojazdów samochodowych (ang-niem),,Technik pojazdów samochodowych,Technikum Nr 1,Szpitalna,10,05-500,brak,Piaseczno,Piaseczno (M-w),piaseczyński,TECH,szkoła publiczna,Zespół Szkół Nr 1,Piaseczno,Powiat Piaseczyński,Piaseczno,28,28,1,5,200.00000,nie,ogólnodostępny
1TR,[O] Technik reklamy (ang-niem),,Technik reklamy,Technikum Nr 1,Szpitalna,10,05-500,brak,Piaseczno,Piaseczno (M-w),piaseczyński,TECH,szkoła publiczna,Zespół Szkół Nr 1,Piaseczno,Powiat Piaseczyński,Piaseczno,28,28,1,5,200.00000,nie,ogólnodostępny
1TT,"[O] Technik teleinformatyk (ang-niem,ros)",,Technik teleinformatyk,Technikum Nr 1,Szpitalna,10,05-500,brak,Piaseczno,Piaseczno (M-w),piaseczyński,TECH,szkoła publiczna,Zespół Szkół Nr 1,Piaseczno,Powiat Piaseczyński,Piaseczno,28,28,1,5,200.00000,nie,ogólnodostępny
1A,[O] biol-ang-pol (ang-niem),"biologia, język angielski, język polski",,Liceum Ogólnokształcące im. Ireny Sendlerowej,Ks. Cz.Oszkiela ,1,05-555,brak,Tarczyn,Tarczyn (M-w),piaseczyński,LO,szkoła publiczna,Zespół Szkół im. Ireny Sendlerowej,Tarczyn,Powiat Piaseczyński,Piaseczno,24,24,1,4,200.00000,nie,ogólnodostępny
1B,[O] hist-ang-pol (ang-niem),"historia, język angielski, język polski",,Liceum Ogólnokształcące im. Ireny Sendlerowej,Ks. Cz.Oszkiela ,1,05-555,brak,Tarczyn,Tarczyn (M-w),piaseczyński,LO,szkoła publiczna,Zespół Szkół im. Ireny Sendlerowej,Tarczyn,Powiat Piaseczyński,Piaseczno,24,24,1,4,200.00000,nie,ogólnodostępny
1a,"[O] hist-pol-wos (ang-fra*,niem*,ros*)","historia, język polski, wiedza o społeczeństwie",,IV Liceum Ogólnokształcące im. rtm. Witolda Pileckiego,Chyliczkowska,17,05-500,brak,Piaseczno,Piaseczno (M-w),piaseczyński,LO,szkoła publiczna,IV Liceum Ogólnokształcące im. rtm. Witolda Pileckiego,Piaseczno,Powiat Piaseczyński,Piaseczno,28,28,1,4,200.00000,nie,ogólnodostępny
"1b,1d","[O] mat-fiz-ang (ang-fra*,niem*,ros*)","matematyka, fizyka, język angielski",,IV Liceum Ogólnokształcące im. rtm. Witolda Pileckiego,Chyliczkowska,17,05-500,brak,Piaseczno,Piaseczno (M-w),piaseczyński,LO,szkoła publiczna,IV Liceum Ogólnokształcące im. rtm. Witolda Pileckiego,Piaseczno,Powiat Piaseczyński,Piaseczno,56,28,2,4,200.00000,nie,ogólnodostępny
"1e,1f","[O] mat-geogr-ang (ang-fra*,niem*,ros*)","matematyka, geografia, język angielski",,IV Liceum Ogólnokształcące im. rtm. Witolda Pileckiego,Chyliczkowska,17,05-500,brak,Piaseczno,Piaseczno (M-w),piaseczyński,LO,szkoła publiczna,IV Liceum Ogólnokształcące im. rtm. Witolda Pileckiego,Piaseczno,Powiat Piaseczyński,Piaseczno,56,28,2,4,200.00000,nie,ogólnodostępny
1c,"[O] biol-chem-mat (ang-fra*,niem*,ros*)","biologia, chemia, matematyka",,IV Liceum Ogólnokształcące im. rtm. Witolda Pileckiego,Chyliczkowska,17,05-500,brak,Piaseczno,Piaseczno (M-w),piaseczyński,LO,szkoła publiczna,IV Liceum Ogólnokształcące im. rtm. Witolda Pileckiego,Piaseczno,Powiat Piaseczyński,Piaseczno,28,28,1,4,200.00000,nie,ogólnodostępny
1Tb,[O] Technik budownictwa (ang-niem),,Technik budownictwa,Technikum Nr 2,Budowalnych,14,05-530,brak,Góra Kalwaria,Góra Kalwaria (M-w),piaseczyński,TECH,szkoła publiczna,Zespół Szkół Zawodowych im. Marszałka Franciszka Bielińskiego,Góra Kalwaria,Powiat Piaseczyński,Piaseczno,14,28,0.5,5,200.00000,nie,ogólnodostępny
1Te,[O] Technik ekonomista (ang-niem),,Technik ekonomista,Technikum Nr 2,Budowalnych,14,05-530,brak,Góra Kalwaria,Góra Kalwaria (M-w),piaseczyński,TECH,szkoła publiczna,Zespół Szkół Zawodowych im. Marszałka Franciszka Bielińskiego,Góra Kalwaria,Powiat Piaseczyński,Piaseczno,14,28,0.5,5,200.00000,nie,ogólnodostępny
1Bf,[O] Fryzjer (niem),,Fryzjer,Szkoła Branżowa I Stopnia Nr 2,Budowalnych,14,05-530,brak,Góra Kalwaria,Góra Kalwaria (M-w),piaseczyński,BR1St,szkoła publiczna,Zespół Szkół Zawodowych im. Marszałka Franciszka Bielińskiego,Góra Kalwaria,Powiat Piaseczyński,Piaseczno,16,32,0.5,3,200.00000,nie,ogólnodostępny
1Bw,[O] wielozawodowa (niem),,wielozawodowa,Szkoła Branżowa I Stopnia Nr 2,Budowalnych,14,05-530,brak,Góra Kalwaria,Góra Kalwaria (M-w),piaseczyński,BR1St,szkoła publiczna,Zespół Szkół Zawodowych im. Marszałka Franciszka Bielińskiego,Góra Kalwaria,Powiat Piaseczyński,Piaseczno,32,32,1,3,200.00000,nie,ogólnodostępny
1Be,[O] Elektromechanik pojazdów samochodowych (niem),,Elektromechanik pojazdów samochodowych,Szkoła Branżowa I Stopnia Nr 2,Budowalnych,14,05-530,brak,Góra Kalwaria,Góra Kalwaria (M-w),piaseczyński,BR1St,szkoła publiczna,Zespół Szkół Zawodowych im. Marszałka Franciszka Bielińskiego,Góra Kalwaria,Powiat Piaseczyński,Piaseczno,16,32,0.5,3,200.00000,nie,ogólnodostępny
1Log,[O] ang-wos (ang-niem),"język angielski, wiedza o społeczeństwie",,Liceum Ogólnokształcące im. M.F. Bielińskiego,Budowalnych,14,05-530,brak,Góra Kalwaria,Góra Kalwaria (M-w),piaseczyński,LO,szkoła publiczna,Zespół Szkół Zawodowych im. Marszałka Franciszka Bielińskiego,Góra Kalwaria,Powiat Piaseczyński,Piaseczno,28,28,1,4,200.00000,nie,ogólnodostępny
1Lop,[O] ang-wos (ang-niem),"język angielski, wiedza o społeczeństwie",,Liceum Ogólnokształcące im. M.F. Bielińskiego,Budowalnych,14,05-530,brak,Góra Kalwaria,Góra Kalwaria (M-w),piaseczyński,LO,szkoła publiczna,Zespół Szkół Zawodowych im. Marszałka Franciszka Bielińskiego,Góra Kalwaria,Powiat Piaseczyński,Piaseczno,28,28,1,4,200.00000,nie,ogólnodostępny
1o,[O] Technik ogrodnik (ang-niem*),,Technik ogrodnik,Technikum Nr 3,Chyliczkowska,20,05-500,brak,Piaseczno,Piaseczno (M-w),piaseczyński,TECH,szkoła publiczna,Zespół Szkół Nr 3 im. Cecylii Plater-Zyberkówny,Piaseczno,Powiat Piaseczyński,Piaseczno,28,28,1,5,200.00000,nie,ogólnodostępny
1ak,[O] Technik architektury krajobrazu (ang-niem*),,Technik architektury krajobrazu,Technikum Nr 3,Chyliczkowska,20,05-500,brak,Piaseczno,Piaseczno (M-w),piaseczyński,TECH,szkoła publiczna,Zespół Szkół Nr 3 im. Cecylii Plater-Zyberkówny,Piaseczno,Powiat Piaseczyński,Piaseczno,28,28,1,5,200.00000,nie,ogólnodostępny
1hk,[O] Technik hodowca koni (ang-niem*),,Technik hodowca koni,Technikum Nr 3,Chyliczkowska,20,05-500,brak,Piaseczno,Piaseczno (M-w),piaseczyński,TECH,szkoła publiczna,Zespół Szkół Nr 3 im. Cecylii Plater-Zyberkówny,Piaseczno,Powiat Piaseczyński,Piaseczno,28,28,1,5,200.00000,nie,ogólnodostępny
1w,[O] Technik weterynarii (ang-niem*),,Technik weterynarii,Technikum Nr 3,Chyliczkowska,20,05-500,brak,Piaseczno,Piaseczno (M-w),piaseczyński,TECH,szkoła publiczna,Zespół Szkół Nr 3 im. Cecylii Plater-Zyberkówny,Piaseczno,Powiat Piaseczyński,Piaseczno,28,28,1,5,200.00000,nie,ogólnodostępny
1a-humanistyczna,[O] hist-ang-pol (ang-niem*),"historia, język angielski, język polski",,III Liceum Ogólnokształcące,Chyliczkowska,20,05-500,brak,Piaseczno,Piaseczno (M-w),piaseczyński,LO,szkoła publiczna,Zespół Szkół Nr 3 im. Cecylii Plater-Zyberkówny,Piaseczno,Powiat Piaseczyński,Piaseczno,28,28,1,4,200.00000,nie,ogólnodostępny
1b-biol-chem,[O] biol-chem-ang (ang-niem*),"biologia, chemia, język angielski",,III Liceum Ogólnokształcące,Chyliczkowska,20,05-500,brak,Piaseczno,Piaseczno (M-w),piaseczyński,LO,szkoła publiczna,Zespół Szkół Nr 3 im. Cecylii Plater-Zyberkówny,Piaseczno,Powiat Piaseczyński,Piaseczno,28,28,1,4,200.00000,nie,ogólnodostępny
1c-geo-język,[O] geogr-ang-wos (ang-niem*),"geografia, język angielski, wiedza o społeczeństwie",,III Liceum Ogólnokształcące,Chyliczkowska,20,05-500,brak,Piaseczno,Piaseczno (M-w),piaseczyński,LO,szkoła publiczna,Zespół Szkół Nr 3 im. Cecylii Plater-Zyberkówny,Piaseczno,Powiat Piaseczyński,Piaseczno,28,28,1,4,200.00000,nie,ogólnodostępny
1k,[O] Kucharz (ang),,Kucharz,Szkoła Branżowa I Stopnia Nr 1,Dominikańska,9E,05-530,brak,Góra Kalwaria,Góra Kalwaria (M-w),piaseczyński,BR1St,szkoła publiczna,Zespół Szkół Zawodowych im. ppor. Emilii Gierczak,Góra Kalwaria,Powiat Piaseczyński,Piaseczno,16,32,0.5,3,200.00000,nie,ogólnodostępny
1kc,[O] Cukiernik (ang),,Cukiernik,Szkoła Branżowa I Stopnia Nr 1,Dominikańska,9E,05-530,brak,Góra Kalwaria,Góra Kalwaria (M-w),piaseczyński,BR1St,szkoła publiczna,Zespół Szkół Zawodowych im. ppor. Emilii Gierczak,Góra Kalwaria,Powiat Piaseczyński,Piaseczno,16,32,0.5,3,200.00000,nie,ogólnodostępny
1Tż,[O] Technik żywienia i usług gastronomicznych (ang-niem),,Technik żywienia i usług gastronomicznych,Technikum Nr 1,Dominikańska,9E,05-530,brak,Góra Kalwaria,Góra Kalwaria (M-w),piaseczyński,TECH,szkoła publiczna,Zespół Szkół Zawodowych im. ppor. Emilii Gierczak,Góra Kalwaria,Powiat Piaseczyński,Piaseczno,28,28,1,5,200.00000,nie,ogólnodostępny
1Th,[O] Technik hotelarstwa (ang-niem),,Technik hotelarstwa,Technikum Nr 1,Dominikańska,9E,05-530,brak,Góra Kalwaria,Góra Kalwaria (M-w),piaseczyński,TECH,szkoła publiczna,Zespół Szkół Zawodowych im. ppor. Emilii Gierczak,Góra Kalwaria,Powiat Piaseczyński,Piaseczno,28,28,1,5,200.00000,nie,ogólnodostępny
1AP,"[O] geogr-ang-mat (ang-niem,ros)","geografia, język angielski, matematyka",,II Liceum Ogólnokształcące im. Emilii Plater,Aleja Brzóz,26,05-501,brak,Piaseczno,Piaseczno (M-w),piaseczyński,LO,szkoła publiczna,Zespół Szkół Nr 2 im. Emilii Plater,Piaseczno,Powiat Piaseczyński,Piaseczno,28,28,1,4,200.00000,nie,ogólnodostępny
1BP,"[O] ang-pol (ang-ros,niem)","język angielski, język polski",,II Liceum Ogólnokształcące im. Emilii Plater,Aleja Brzóz,26,05-501,brak,Piaseczno,Piaseczno (M-w),piaseczyński,LO,szkoła publiczna,Zespół Szkół Nr 2 im. Emilii Plater,Piaseczno,Powiat Piaseczyński,Piaseczno,28,28,1,4,200.00000,nie,ogólnodostępny
1LO.Rehabilitacyjna,"[O] biol-ang (ang-hisz,niem)","biologia, język angielski",,I Liceum Ogólnokształcące,Mirkowska,39,05-520,brak,Konstancin-Jeziorna,Konstancin-Jeziorna (M-w),piaseczyński,LO,szkoła publiczna,Zespół Szkół im. Władysława Stanisława Reymonta,Konstancin-Jeziorna,Powiat Piaseczyński,Piaseczno,28,28,1,4,200.00000,nie,ogólnodostępny
1LO.Fizjoterapia,"[O] biol-ang (ang-hisz,niem)","biologia, język angielski",,I Liceum Ogólnokształcące,Mirkowska,39,05-520,brak,Konstancin-Jeziorna,Konstancin-Jeziorna (M-w),piaseczyński,LO,szkoła publiczna,Zespół Szkół im. Władysława Stanisława Reymonta,Konstancin-Jeziorna,Powiat Piaseczyński,Piaseczno,28,28,1,4,200.00000,nie,ogólnodostępny
1LO.Biznes-językowa,"[O] ang-niem-mat (ang-niem,hisz)","język angielski, język niemiecki, matematyka",,I Liceum Ogólnokształcące,Mirkowska,39,05-520,brak,Konstancin-Jeziorna,Konstancin-Jeziorna (M-w),piaseczyński,LO,szkoła publiczna,Zespół Szkół im. Władysława Stanisława Reymonta,Konstancin-Jeziorna,Powiat Piaseczyński,Piaseczno,28,28,1,4,200.00000,nie,ogólnodostępny
1C1P,"[O] Technik hotelarstwa (ang-hisz,ros)",,Technik hotelarstwa,Technikum Nr 2 im. Emilii Plater,Aleja Brzóz,26,05-501,brak,Piaseczno,Piaseczno (M-w),piaseczyński,TECH,szkoła publiczna,Zespół Szkół Nr 2 im. Emilii Plater,Piaseczno,Powiat Piaseczyński,Piaseczno,14,28,0.5,5,200.00000,nie,ogólnodostępny
1C2P,"[O] Technik organizacji turystyki (ang-hisz,ros)",,Technik organizacji turystyki,Technikum Nr 2 im. Emilii Plater,Aleja Brzóz,26,05-501,brak,Piaseczno,Piaseczno (M-w),piaseczyński,TECH,szkoła publiczna,Zespół Szkół Nr 2 im. Emilii Plater,Piaseczno,Powiat Piaseczyński,Piaseczno,14,28,0.5,5,200.00000,nie,ogólnodostępny
1DP,[O] Technik eksploatacji portów i terminali (ang-niem),,Technik eksploatacji portów i terminali,Technikum Nr 2 im. Emilii Plater,Aleja Brzóz,26,05-501,brak,Piaseczno,Piaseczno (M-w),piaseczyński,TECH,szkoła publiczna,Zespół Szkół Nr 2 im. Emilii Plater,Piaseczno,Powiat Piaseczyński,Piaseczno,28,28,1,5,200.00000,nie,ogólnodostępny
1T.Logistyk,"[O] Technik logistyk (ang-hisz,niem)",,Technik logistyk,Technikum Nr 1,Mirkowska,39,05-520,brak,Konstancin-Jeziorna,Konstancin-Jeziorna (M-w),piaseczyński,TECH,szkoła publiczna,Zespół Szkół im. Władysława Stanisława Reymonta,Konstancin-Jeziorna,Powiat Piaseczyński,Piaseczno,28,28,1,5,200.00000,nie,ogólnodostępny
1prp,[O] biol-ang-pol (ang-hisz),"biologia, język angielski, język polski",,IV Liceum Ogólnokształcące  w Wołominie,Armii Krajowej,38,05-200,brak,Wołomin,Wołomin (M-w),wołomiński,LO,szkoła publiczna,Zespół Szkół Ekonomicznych im. Stanisława Staszica w Wołominie,Wołomin,Powiat Wołomiński,Wołomin,30,30,1,4,200.00000,nie,ogólnodostępny
1mp,[O] biol-chem-ang (ang-hisz),"biologia, chemia, język angielski",,IV Liceum Ogólnokształcące  w Wołominie,Armii Krajowej,38,05-200,brak,Wołomin,Wołomin (M-w),wołomiński,LO,szkoła publiczna,Zespół Szkół Ekonomicznych im. Stanisława Staszica w Wołominie,Wołomin,Powiat Wołomiński,Wołomin,30,30,1,4,200.00000,nie,ogólnodostępny
1ms,[O] biol-chem-ang (ang-hisz),"biologia, chemia, język angielski",,IV Liceum Ogólnokształcące  w Wołominie,Armii Krajowej,38,05-200,brak,Wołomin,Wołomin (M-w),wołomiński,LO,szkoła publiczna,Zespół Szkół Ekonomicznych im. Stanisława Staszica w Wołominie,Wołomin,Powiat Wołomiński,Wołomin,30,30,1,4,200.00000,nie,ogólnodostępny
1ep,"[O] Technik ekonomista (ang-niem,ros)",,Technik ekonomista,Technikum Ekonomiczne,Armii Krajowej,38,05-200,brak,Wołomin,Wołomin (M-w),wołomiński,TECH,szkoła publiczna,Zespół Szkół Ekonomicznych im. Stanisława Staszica w Wołominie,Wołomin,Powiat Wołomiński,Wołomin,15,15,1,5,200.00000,nie,ogólnodostępny
1rp,"[O] Technik rachunkowości (ang-niem,ros)",,Technik rachunkowości,Technikum Ekonomiczne,Armii Krajowej,38,05-200,brak,Wołomin,Wołomin (M-w),wołomiński,TECH,szkoła publiczna,Zespół Szkół Ekonomicznych im. Stanisława Staszica w Wołominie,Wołomin,Powiat Wołomiński,Wołomin,15,15,1,5,200.00000,nie,ogólnodostępny
1hp,"[O] Technik handlowiec (ang-niem,ros)",,Technik handlowiec,Technikum Ekonomiczne,Armii Krajowej,38,05-200,brak,Wołomin,Wołomin (M-w),wołomiński,TECH,szkoła publiczna,Zespół Szkół Ekonomicznych im. Stanisława Staszica w Wołominie,Wołomin,Powiat Wołomiński,Wołomin,15,15,1,5,200.00000,nie,ogólnodostępny
1Rp,"[O] Technik reklamy (ang-niem,ros)",,Technik reklamy,Technikum Ekonomiczne,Armii Krajowej,38,05-200,brak,Wołomin,Wołomin (M-w),wołomiński,TECH,szkoła publiczna,Zespół Szkół Ekonomicznych im. Stanisława Staszica w Wołominie,Wołomin,Powiat Wołomiński,Wołomin,15,15,1,5,200.00000,nie,ogólnodostępny
1Lp,"[O] Technik logistyk (ang-niem,ros)",,Technik logistyk,Technikum Ekonomiczne,Armii Krajowej,38,05-200,brak,Wołomin,Wołomin (M-w),wołomiński,TECH,szkoła publiczna,Zespół Szkół Ekonomicznych im. Stanisława Staszica w Wołominie,Wołomin,Powiat Wołomiński,Wołomin,15,15,1,5,200.00000,nie,ogólnodostępny
1sp,"[O] Technik spedytor (ang-niem,ros)",,Technik spedytor,Technikum Ekonomiczne,Armii Krajowej,38,05-200,brak,Wołomin,Wołomin (M-w),wołomiński,TECH,szkoła publiczna,Zespół Szkół Ekonomicznych im. Stanisława Staszica w Wołominie,Wołomin,Powiat Wołomiński,Wołomin,15,15,1,5,200.00000,nie,ogólnodostępny
1A,"[O] inf-ang-mat (ang-hisz,ros,niem)","informatyka, język angielski, matematyka",,Liceum Ogólnokształcące w Markach,Piłsudskiego,96,05-270,brak,Marki,Marki (m),wołomiński,LO,szkoła publiczna,Liceum Ogólnokształcące w Markach,Marki,Powiat Wołomiński,Wołomin,28,28,1,4,200.00000,nie,ogólnodostępny
1B,"[O] biol-ang-pol (ang-hisz,ros,niem)","biologia, język angielski, język polski",,Liceum Ogólnokształcące w Markach,Piłsudskiego,96,05-270,brak,Marki,Marki (m),wołomiński,LO,szkoła publiczna,Liceum Ogólnokształcące w Markach,Marki,Powiat Wołomiński,Wołomin,28,28,1,4,200.00000,nie,ogólnodostępny
1C,"[O] ang-pol-wos (ang-hisz,ros,niem)","język angielski, język polski, wiedza o społeczeństwie",,Liceum Ogólnokształcące w Markach,Piłsudskiego,96,05-270,brak,Marki,Marki (m),wołomiński,LO,szkoła publiczna,Liceum Ogólnokształcące w Markach,Marki,Powiat Wołomiński,Wołomin,28,28,1,4,200.00000,nie,ogólnodostępny
1A,[PW] hist-ang-mat (ang-niem),"historia, język angielski, matematyka",,Liceum Ogólnokształcące im. Bitwy Warszawskiej 1920 roku w Urlach,Żwirki i Wigury,4,05-281,brak,Urle,Jadów (w),wołomiński,LO,szkoła publiczna,Liceum Ogólnokształcące im. Bitwy Warszawskiej 1920 roku w Urlach,Urle,Powiat Wołomiński,Wołomin,24,24,1,4,100.00000,tak,przygotowania wojskowego
1B-policyjna,[O] hist-ang-mat (ang-niem),"historia, język angielski, matematyka",,Liceum Ogólnokształcące im. Bitwy Warszawskiej 1920 roku w Urlach,Żwirki i Wigury,4,05-281,brak,Urle,Jadów (w),wołomiński,LO,szkoła publiczna,Liceum Ogólnokształcące im. Bitwy Warszawskiej 1920 roku w Urlach,Urle,Powiat Wołomiński,Wołomin,12,24,0.5,4,200.00000,nie,ogólnodostępny
1B-ratownicza,[O] biol-chem-ang (ang-niem),"biologia, chemia, język angielski",,Liceum Ogólnokształcące im. Bitwy Warszawskiej 1920 roku w Urlach,Żwirki i Wigury,4,05-281,brak,Urle,Jadów (w),wołomiński,LO,szkoła publiczna,Liceum Ogólnokształcące im. Bitwy Warszawskiej 1920 roku w Urlach,Urle,Powiat Wołomiński,Wołomin,12,24,0.5,4,200.00000,nie,ogólnodostępny
1C-lotnictwo,"[O] geogr-ang-mat (ang-niem,ros)","geografia, język angielski, matematyka",,Liceum Ogólnokształcące im. Bitwy Warszawskiej 1920 roku w Urlach,Żwirki i Wigury,4,05-281,brak,Urle,Jadów (w),wołomiński,LO,szkoła publiczna,Liceum Ogólnokształcące im. Bitwy Warszawskiej 1920 roku w Urlach,Urle,Powiat Wołomiński,Wołomin,12,24,0.5,4,200.00000,tak,ogólnodostępny
1C-stewardess,[O] geogr-ang-wos (ang-niem),"geografia, język angielski, wiedza o społeczeństwie",,Liceum Ogólnokształcące im. Bitwy Warszawskiej 1920 roku w Urlach,Żwirki i Wigury,4,05-281,brak,Urle,Jadów (w),wołomiński,LO,szkoła publiczna,Liceum Ogólnokształcące im. Bitwy Warszawskiej 1920 roku w Urlach,Urle,Powiat Wołomiński,Wołomin,12,24,0.5,4,200.00000,nie,ogólnodostępny
1ti,[O] Technik informatyk (ang-niem*),,Technik informatyk,Technikum Legionowo,Targowa,73A,05-130,brak,Legionowo,Legionowo (m),legionowski,TECH,szkoła publiczna,Powiatowy Zespół Szkół Ponadpodstawowych im. Jerzego Siwińskiego w Legionowie:,Legionowo,Powiat Legionowski,Legionowo,16,32,0.5,5,200.00000,nie,ogólnodostępny
1te,[O] Technik urządzeń i systemów energetyki odnawialnej (ang-niem*),,Technik urządzeń i systemów energetyki odnawialnej,Technikum Legionowo,Targowa,73A,05-130,brak,Legionowo,Legionowo (m),legionowski,TECH,szkoła publiczna,Powiatowy Zespół Szkół Ponadpodstawowych im. Jerzego Siwińskiego w Legionowie:,Legionowo,Powiat Legionowski,Legionowo,16,32,0.5,5,200.00000,nie,ogólnodostępny
1tg,[O] Technik żywienia i usług gastronomicznych (ang-niem*),,Technik żywienia i usług gastronomicznych,Technikum Legionowo,Targowa,73A,05-130,brak,Legionowo,Legionowo (m),legionowski,TECH,szkoła publiczna,Powiatowy Zespół Szkół Ponadpodstawowych im. Jerzego Siwińskiego w Legionowie:,Legionowo,Powiat Legionowski,Legionowo,16,32,0.5,5,200.00000,nie,ogólnodostępny
1t,[O] Technik organizacji turystyki (ang-niem*),,Technik organizacji turystyki,Technikum Legionowo,Targowa,73A,05-130,brak,Legionowo,Legionowo (m),legionowski,TECH,szkoła publiczna,Powiatowy Zespół Szkół Ponadpodstawowych im. Jerzego Siwińskiego w Legionowie:,Legionowo,Powiat Legionowski,Legionowo,16,32,0.5,5,200.00000,nie,ogólnodostępny
