Symbol oddziału,Nazwa krótka oddziału,Przedmioty rozszerzone,Zawód,Nazwa szkoły,Ulica szkoły,Nr budynku szkoły,Kod pocztowy szkoły,Dzielnica,Miejscowość szkoły,Gmina szkoły,Powiat szkoły,Typ szkoły (LO/LP/TECH/BR1St/LU/TU/PS),Uprawnienia publiczne,Nazwa Punktu Naboru,Miejscowość Punktu Naboru,Nazwa organu prowadzącego,Miejscowość organu prowadzącego,Liczba miejsc w oddziale,Liczebność podstawowa oddziału,Krotność oddziału (l. miejsc/liczebność podst.),Cykl kształcenia,Maksimum punktowe,Ze sprawdzianem uzdolnień (tak/nie),Typ szczególny
1C,"[O] biol-chem-ang (ang-niem,fra)","biologia, chemia, język angielski",,XIII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. płk. Leopolda Lisa-Kuli,ul. Oszmiańska,23/25,03-503,Targówek,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,XIII Liceum Ogólnokształcące z Odd. Dwujęzycznymi im. płk. Leopolda Lisa-Kuli,Warszawa,Targówek,Warszawa,32,32,1,4,200.00000,nie,ogólnodostępny
1D,"[O] inf-ang-mat (ang-hisz,niem)","informatyka, język angielski, matematyka",,XIII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. płk. Leopolda Lisa-Kuli,ul. Oszmiańska,23/25,03-503,Targówek,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,XIII Liceum Ogólnokształcące z Odd. Dwujęzycznymi im. płk. Leopolda Lisa-Kuli,Warszawa,Targówek,Warszawa,32,32,1,4,200.00000,nie,ogólnodostępny
1E,"[O] geogr-ang-wos (ang-fra,niem)","geografia, język angielski, wiedza o społeczeństwie",,XIII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. płk. Leopolda Lisa-Kuli,ul. Oszmiańska,23/25,03-503,Targówek,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,XIII Liceum Ogólnokształcące z Odd. Dwujęzycznymi im. płk. Leopolda Lisa-Kuli,Warszawa,Targówek,Warszawa,32,32,1,4,200.00000,nie,ogólnodostępny
1F,"[O] chem-ang-mat (ang-fra,hisz)","chemia, język angielski, matematyka",,XIII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. płk. Leopolda Lisa-Kuli,ul. Oszmiańska,23/25,03-503,Targówek,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,XIII Liceum Ogólnokształcące z Odd. Dwujęzycznymi im. płk. Leopolda Lisa-Kuli,Warszawa,Targówek,Warszawa,32,32,1,4,200.00000,nie,ogólnodostępny
1f,[D] hist-ang-wos (niem-ang),"historia, język angielski, wiedza o społeczeństwie",,XVII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Andrzeja Frycza Modrzewskiego,ul. Elektoralna,7-May,00-137,Śródmieście,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,XVII Liceum Ogólnokształcące z Odd. Dwujęzycznymi im. A. Frycza Modrzewskiego,Warszawa,Śródmieście,Warszawa,28,31,0.903225806,4,250.00000,tak,dwujęzyczny
1d,[D] geogr-ang-mat (niem-ang),"geografia, język angielski, matematyka",,XVII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Andrzeja Frycza Modrzewskiego,ul. Elektoralna,7-May,00-137,Śródmieście,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,XVII Liceum Ogólnokształcące z Odd. Dwujęzycznymi im. A. Frycza Modrzewskiego,Warszawa,Śródmieście,Warszawa,11,31,0.35483871,4,250.00000,tak,dwujęzyczny
1a,[O] geogr-ang-mat (ang-niem*),"geografia, język angielski, matematyka",,XVII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Andrzeja Frycza Modrzewskiego,ul. Elektoralna,7-May,00-137,Śródmieście,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,XVII Liceum Ogólnokształcące z Odd. Dwujęzycznymi im. A. Frycza Modrzewskiego,Warszawa,Śródmieście,Warszawa,31,31,1,4,200.00000,nie,ogólnodostępny
1b,[O] biol-chem-mat (ang*-niem*),"biologia, chemia, matematyka",,XVII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Andrzeja Frycza Modrzewskiego,ul. Elektoralna,7-May,00-137,Śródmieście,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,XVII Liceum Ogólnokształcące z Odd. Dwujęzycznymi im. A. Frycza Modrzewskiego,Warszawa,Śródmieście,Warszawa,31,31,1,4,200.00000,nie,ogólnodostępny
1c,[O] hist-ang-pol (ang-niem*),"historia, język angielski, język polski",,XVII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Andrzeja Frycza Modrzewskiego,ul. Elektoralna,7-May,00-137,Śródmieście,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,XVII Liceum Ogólnokształcące z Odd. Dwujęzycznymi im. A. Frycza Modrzewskiego,Warszawa,Śródmieście,Warszawa,31,31,1,4,200.00000,nie,ogólnodostępny
0W,[DW] (niem-ang),,,XVII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Andrzeja Frycza Modrzewskiego,ul. Elektoralna,7-May,00-137,Śródmieście,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,XVII Liceum Ogólnokształcące z Odd. Dwujęzycznymi im. A. Frycza Modrzewskiego,Warszawa,Śródmieście,Warszawa,31,31,1,5,250.00000,tak,wstępny
1e,[O] biol-chem-ang (ang-niem*),"biologia, chemia, język angielski",,XVII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Andrzeja Frycza Modrzewskiego,ul. Elektoralna,7-May,00-137,Śródmieście,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,XVII Liceum Ogólnokształcące z Odd. Dwujęzycznymi im. A. Frycza Modrzewskiego,Warszawa,Śródmieście,Warszawa,31,31,1,4,200.00000,nie,ogólnodostępny
1AF,"[O] fiz-inf-mat (ang-niem*,fra*,hisz)","fizyka, informatyka, matematyka",,XVIII Liceum Ogólnokształcące im. Jana Zamoyskiego,ul. Smolna,30,00-375,Śródmieście,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,XVIII Liceum Ogólnokształcące im. Jana Zamoyskiego,Warszawa,Śródmieście,Warszawa,62,31,2,4,200.00000,nie,ogólnodostępny
1B,"[O] chem-fiz-mat (ang-niem*,fra*)","chemia, fizyka, matematyka",,XVIII Liceum Ogólnokształcące im. Jana Zamoyskiego,ul. Smolna,30,00-375,Śródmieście,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,XVIII Liceum Ogólnokształcące im. Jana Zamoyskiego,Warszawa,Śródmieście,Warszawa,31,31,1,4,200.00000,nie,ogólnodostępny
1CD,"[O] biol-chem-mat (ang-niem*,fra*,hisz)","biologia, chemia, matematyka",,XVIII Liceum Ogólnokształcące im. Jana Zamoyskiego,ul. Smolna,30,00-375,Śródmieście,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,XVIII Liceum Ogólnokształcące im. Jana Zamoyskiego,Warszawa,Śródmieście,Warszawa,62,31,2,4,200.00000,nie,ogólnodostępny
1E,"[O] hist-pol-wos (ang-niem*,fra*)","historia, język polski, wiedza o społeczeństwie",,XVIII Liceum Ogólnokształcące im. Jana Zamoyskiego,ul. Smolna,30,00-375,Śródmieście,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,XVIII Liceum Ogólnokształcące im. Jana Zamoyskiego,Warszawa,Śródmieście,Warszawa,31,31,1,4,200.00000,nie,ogólnodostępny
1Amat-biol-chem,"[O] biol-chem-mat (ang-fra*,niem*,ros*)","biologia, chemia, matematyka",,XIX Liceum Ogólnokształcące im. Powstańców Warszawy,ul. Zbaraska,1,04-014,Praga-Południe,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,XIX Liceum Ogólnokształcące im. Powstańców Warszawy,Warszawa,Praga Południe,Warszawa,16,31,0.516129032,4,200.00000,nie,ogólnodostępny
1Amat-biol-ang,"[O] biol-ang-mat (ang-fra*,niem*,ros*)","biologia, język angielski, matematyka",,XIX Liceum Ogólnokształcące im. Powstańców Warszawy,ul. Zbaraska,1,04-014,Praga-Południe,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,XIX Liceum Ogólnokształcące im. Powstańców Warszawy,Warszawa,Praga Południe,Warszawa,15,31,0.483870968,4,200.00000,nie,ogólnodostępny
1Bpol-hist-ang,"[O] hist-ang-pol (ang-fra*,niem*,ros*)","historia, język angielski, język polski",,XIX Liceum Ogólnokształcące im. Powstańców Warszawy,ul. Zbaraska,1,04-014,Praga-Południe,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,XIX Liceum Ogólnokształcące im. Powstańców Warszawy,Warszawa,Praga Południe,Warszawa,15,31,0.483870968,4,200.00000,nie,ogólnodostępny
1Bpol-hist-wos,"[O] hist-pol-wos (ang-fra*,niem*,ros*)","historia, język polski, wiedza o społeczeństwie",,XIX Liceum Ogólnokształcące im. Powstańców Warszawy,ul. Zbaraska,1,04-014,Praga-Południe,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,XIX Liceum Ogólnokształcące im. Powstańców Warszawy,Warszawa,Praga Południe,Warszawa,16,31,0.516129032,4,200.00000,nie,ogólnodostępny
1Cmat-geo-ang,"[O] geogr-ang-mat (ang-fra*,niem*,ros*)","geografia, język angielski, matematyka",,XIX Liceum Ogólnokształcące im. Powstańców Warszawy,ul. Zbaraska,1,04-014,Praga-Południe,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,XIX Liceum Ogólnokształcące im. Powstańców Warszawy,Warszawa,Praga Południe,Warszawa,16,31,0.516129032,4,200.00000,nie,ogólnodostępny
1Cmat-geo-wos,"[O] geogr-mat-wos (ang-fra*,niem*,ros*)","geografia, matematyka, wiedza o społeczeństwie",,XIX Liceum Ogólnokształcące im. Powstańców Warszawy,ul. Zbaraska,1,04-014,Praga-Południe,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,XIX Liceum Ogólnokształcące im. Powstańców Warszawy,Warszawa,Praga Południe,Warszawa,15,31,0.483870968,4,200.00000,nie,ogólnodostępny
1D-mat-fiz-chem,"[O] chem-fiz-mat (ang-fra*,niem*,ros*)","chemia, fizyka, matematyka",,XIX Liceum Ogólnokształcące im. Powstańców Warszawy,ul. Zbaraska,1,04-014,Praga-Południe,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,XIX Liceum Ogólnokształcące im. Powstańców Warszawy,Warszawa,Praga Południe,Warszawa,15,31,0.483870968,4,200.00000,nie,ogólnodostępny
1Dmat-fiz-ang,"[O] fiz-ang-mat (ang-fra*,niem*,ros*)","fizyka, język angielski, matematyka",,XIX Liceum Ogólnokształcące im. Powstańców Warszawy,ul. Zbaraska,1,04-014,Praga-Południe,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,XIX Liceum Ogólnokształcące im. Powstańców Warszawy,Warszawa,Praga Południe,Warszawa,16,31,0.516129032,4,200.00000,nie,ogólnodostępny
1a,"[O] fiz-inf-mat (ang-hisz*,niem*,ros*)","fizyka, informatyka, matematyka",,XXI Liceum Ogólnokształcące im. Hugona Kołłątaja,ul. Grójecka,93,02-101,Ochota,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,XXI Liceum Ogólnokształcące im. Hugona Kołłątaja,Warszawa,Ochota,Warszawa,32,32,1,4,200.00000,nie,ogólnodostępny
1b_ang,[O] geogr-ang-mat (ang-hisz*),"geografia, język angielski, matematyka",,XXI Liceum Ogólnokształcące im. Hugona Kołłątaja,ul. Grójecka,93,02-101,Ochota,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,XXI Liceum Ogólnokształcące im. Hugona Kołłątaja,Warszawa,Ochota,Warszawa,16,32,0.5,4,200.00000,nie,ogólnodostępny
1c,"[O] hist-ang-pol (ang-fra*,niem*,hisz*)","historia, język angielski, język polski",,XXI Liceum Ogólnokształcące im. Hugona Kołłątaja,ul. Grójecka,93,02-101,Ochota,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,XXI Liceum Ogólnokształcące im. Hugona Kołłątaja,Warszawa,Ochota,Warszawa,32,32,1,4,200.00000,nie,ogólnodostępny
1d,"[O] biol-chem-mat (ang-fra*,niem*,hisz*)","biologia, chemia, matematyka",,XXI Liceum Ogólnokształcące im. Hugona Kołłątaja,ul. Grójecka,93,02-101,Ochota,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,XXI Liceum Ogólnokształcące im. Hugona Kołłątaja,Warszawa,Ochota,Warszawa,32,32,1,4,200.00000,nie,ogólnodostępny
1e_fran,[O] hist-franc (fra*-ang),"historia, język francuski",,XXI Liceum Ogólnokształcące im. Hugona Kołłątaja,ul. Grójecka,93,02-101,Ochota,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,XXI Liceum Ogólnokształcące im. Hugona Kołłątaja,Warszawa,Ochota,Warszawa,16,32,0.5,4,200.00000,nie,ogólnodostępny
1b_hiszp,[O] geogr-hiszp-mat (hisz*-ang),"geografia, język hiszpański, matematyka",,XXI Liceum Ogólnokształcące im. Hugona Kołłątaja,ul. Grójecka,93,02-101,Ochota,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,XXI Liceum Ogólnokształcące im. Hugona Kołłątaja,Warszawa,Ochota,Warszawa,16,32,0.5,4,200.00000,nie,ogólnodostępny
1e_niem,[O] hist-niem (niem*-ang),"historia, język niemiecki",,XXI Liceum Ogólnokształcące im. Hugona Kołłątaja,ul. Grójecka,93,02-101,Ochota,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,XXI Liceum Ogólnokształcące im. Hugona Kołłątaja,Warszawa,Ochota,Warszawa,16,32,0.5,4,200.00000,nie,ogólnodostępny
1f,"[O] inf-mat (ang-hisz*,niem*,ros*)","informatyka, matematyka",,XXI Liceum Ogólnokształcące im. Hugona Kołłątaja,ul. Grójecka,93,02-101,Ochota,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,XXI Liceum Ogólnokształcące im. Hugona Kołłątaja,Warszawa,Ochota,Warszawa,32,32,1,4,200.00000,nie,ogólnodostępny
1Ah,[O] fiz-ang-mat (ang-hisz*),"fizyka, język angielski, matematyka",,XXII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Jose Marti,ul. Leopolda Staffa,111,01-884,Bielany,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,XXII Liceum Ogólnokształcące z Odd. Dwujęzycznymi im. Jose Marti,Warszawa,Bielany,Warszawa,22,30,0.733333333,4,200.00000,nie,ogólnodostępny
1An,[O] fiz-ang-mat (ang-niem),"fizyka, język angielski, matematyka",,XXII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Jose Marti,ul. Leopolda Staffa,111,01-884,Bielany,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,XXII Liceum Ogólnokształcące z Odd. Dwujęzycznymi im. Jose Marti,Warszawa,Bielany,Warszawa,8,30,0.266666667,4,200.00000,nie,ogólnodostępny
1Bh,[O] geogr-hiszp-mat (hisz-ang),"geografia, język hiszpański, matematyka",,XXII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Jose Marti,ul. Leopolda Staffa,111,01-884,Bielany,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,XXII Liceum Ogólnokształcące z Odd. Dwujęzycznymi im. Jose Marti,Warszawa,Bielany,Warszawa,15,30,0.5,4,200.00000,nie,ogólnodostępny
1Bn,[O] geogr-niem-mat (niem-ang),"geografia, język niemiecki, matematyka",,XXII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Jose Marti,ul. Leopolda Staffa,111,01-884,Bielany,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,XXII Liceum Ogólnokształcące z Odd. Dwujęzycznymi im. Jose Marti,Warszawa,Bielany,Warszawa,15,30,0.5,4,200.00000,nie,ogólnodostępny
1Ch,[O] biol-chem-ang (ang-hisz*),"biologia, chemia, język angielski",,XXII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Jose Marti,ul. Leopolda Staffa,111,01-884,Bielany,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,XXII Liceum Ogólnokształcące z Odd. Dwujęzycznymi im. Jose Marti,Warszawa,Bielany,Warszawa,22,30,0.733333333,4,200.00000,nie,ogólnodostępny
1Cn,[O] biol-chem-ang (ang-niem),"biologia, chemia, język angielski",,XXII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Jose Marti,ul. Leopolda Staffa,111,01-884,Bielany,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,XXII Liceum Ogólnokształcące z Odd. Dwujęzycznymi im. Jose Marti,Warszawa,Bielany,Warszawa,8,30,0.266666667,4,200.00000,nie,ogólnodostępny
1Dh,[O] biol-chem-mat (ang-hisz*),"biologia, chemia, matematyka",,XXII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Jose Marti,ul. Leopolda Staffa,111,01-884,Bielany,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,XXII Liceum Ogólnokształcące z Odd. Dwujęzycznymi im. Jose Marti,Warszawa,Bielany,Warszawa,22,30,0.733333333,4,200.00000,nie,ogólnodostępny
1Dn,[O] biol-chem-mat (ang-niem),"biologia, chemia, matematyka",,XXII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Jose Marti,ul. Leopolda Staffa,111,01-884,Bielany,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,XXII Liceum Ogólnokształcące z Odd. Dwujęzycznymi im. Jose Marti,Warszawa,Bielany,Warszawa,8,30,0.266666667,4,200.00000,nie,ogólnodostępny
1Eh,[O] hist-pol-wos (ang-hisz*),"historia, język polski, wiedza o społeczeństwie",,XXII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Jose Marti,ul. Leopolda Staffa,111,01-884,Bielany,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,XXII Liceum Ogólnokształcące z Odd. Dwujęzycznymi im. Jose Marti,Warszawa,Bielany,Warszawa,22,30,0.733333333,4,200.00000,nie,ogólnodostępny
1En,[O] hist-pol-wos (ang-niem),"historia, język polski, wiedza o społeczeństwie",,XXII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Jose Marti,ul. Leopolda Staffa,111,01-884,Bielany,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,XXII Liceum Ogólnokształcące z Odd. Dwujęzycznymi im. Jose Marti,Warszawa,Bielany,Warszawa,8,30,0.266666667,4,200.00000,nie,ogólnodostępny
1H,[D] geogr-hiszp-pol (hisz-ang),"geografia, język hiszpański, język polski",,XXII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Jose Marti,ul. Leopolda Staffa,111,01-884,Bielany,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,XXII Liceum Ogólnokształcące z Odd. Dwujęzycznymi im. Jose Marti,Warszawa,Bielany,Warszawa,30,30,1,4,229.00000,tak,dwujęzyczny
1A,[O] hist-ang-wos (ang-fra*),"historia, język angielski, wiedza o społeczeństwie",,XXIII Liceum Ogólnokształcące im. Marii Skłodowskiej-Curie,ul. Naddnieprzańska,4-Feb,04-205,Praga-Południe,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,XXIII Liceum Ogólnokształcące im. Marii Skłodowskiej-Curie,Warszawa,Praga Południe,Warszawa,32,32,1,4,200.00000,nie,ogólnodostępny
1B,[O] geogr-ang-wos (ang-hisz*),"geografia, język angielski, wiedza o społeczeństwie",,XXIII Liceum Ogólnokształcące im. Marii Skłodowskiej-Curie,ul. Naddnieprzańska,4-Feb,04-205,Praga-Południe,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,XXIII Liceum Ogólnokształcące im. Marii Skłodowskiej-Curie,Warszawa,Praga Południe,Warszawa,32,32,1,4,200.00000,nie,ogólnodostępny
1C,[O] biol-geogr-ang (ang-niem*),"biologia, geografia, język angielski",,XXIII Liceum Ogólnokształcące im. Marii Skłodowskiej-Curie,ul. Naddnieprzańska,4-Feb,04-205,Praga-Południe,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,XXIII Liceum Ogólnokształcące im. Marii Skłodowskiej-Curie,Warszawa,Praga Południe,Warszawa,32,32,1,4,200.00000,nie,ogólnodostępny
1D,[O] biol-chem-ang (ang-niem*),"biologia, chemia, język angielski",,XXIII Liceum Ogólnokształcące im. Marii Skłodowskiej-Curie,ul. Naddnieprzańska,4-Feb,04-205,Praga-Południe,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,XXIII Liceum Ogólnokształcące im. Marii Skłodowskiej-Curie,Warszawa,Praga Południe,Warszawa,32,32,1,4,200.00000,nie,ogólnodostępny
1An,[O] biol-chem-ang (ang-niem),"biologia, chemia, język angielski",,XXIV Liceum Ogólnokształcące im. Cypriana Kamila Norwida,ul. Obozowa,60,01-423,Wola,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,XXIV Liceum Ogólnokształcące im. Cypriana Kamila Norwida,Warszawa,Wola,Warszawa,15,30,0.5,4,200.00000,nie,ogólnodostępny
1Ah,[O] biol-chem-ang (ang-hisz),"biologia, chemia, język angielski",,XXIV Liceum Ogólnokształcące im. Cypriana Kamila Norwida,ul. Obozowa,60,01-423,Wola,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,XXIV Liceum Ogólnokształcące im. Cypriana Kamila Norwida,Warszawa,Wola,Warszawa,15,30,0.5,4,200.00000,nie,ogólnodostępny
1Bn,[O] hist-pol-wos (ang-niem),"historia, język polski, wiedza o społeczeństwie",,XXIV Liceum Ogólnokształcące im. Cypriana Kamila Norwida,ul. Obozowa,60,01-423,Wola,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,XXIV Liceum Ogólnokształcące im. Cypriana Kamila Norwida,Warszawa,Wola,Warszawa,15,30,0.5,4,200.00000,nie,ogólnodostępny
1Bf,[O] hist-pol-wos (ang-fra),"historia, język polski, wiedza o społeczeństwie",,XXIV Liceum Ogólnokształcące im. Cypriana Kamila Norwida,ul. Obozowa,60,01-423,Wola,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,XXIV Liceum Ogólnokształcące im. Cypriana Kamila Norwida,Warszawa,Wola,Warszawa,15,30,0.5,4,200.00000,nie,ogólnodostępny
1C,[O] biol-chem-mat (ang-niem*),"biologia, chemia, matematyka",,XXIV Liceum Ogólnokształcące im. Cypriana Kamila Norwida,ul. Obozowa,60,01-423,Wola,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,XXIV Liceum Ogólnokształcące im. Cypriana Kamila Norwida,Warszawa,Wola,Warszawa,30,30,1,4,200.00000,nie,ogólnodostępny
1D,[O] fiz-inf-mat (ang-niem*),"fizyka, informatyka, matematyka",,XXIV Liceum Ogólnokształcące im. Cypriana Kamila Norwida,ul. Obozowa,60,01-423,Wola,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,XXIV Liceum Ogólnokształcące im. Cypriana Kamila Norwida,Warszawa,Wola,Warszawa,30,30,1,4,200.00000,nie,ogólnodostępny
1En,[O] geogr-niem-mat (ang-niem),"geografia, język niemiecki, matematyka",,XXIV Liceum Ogólnokształcące im. Cypriana Kamila Norwida,ul. Obozowa,60,01-423,Wola,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,XXIV Liceum Ogólnokształcące im. Cypriana Kamila Norwida,Warszawa,Wola,Warszawa,15,30,0.5,4,200.00000,nie,ogólnodostępny
1Ef,[O] geogr-franc-mat (ang-fra),"geografia, język francuski, matematyka",,XXIV Liceum Ogólnokształcące im. Cypriana Kamila Norwida,ul. Obozowa,60,01-423,Wola,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,XXIV Liceum Ogólnokształcące im. Cypriana Kamila Norwida,Warszawa,Wola,Warszawa,15,30,0.5,4,200.00000,nie,ogólnodostępny
1Fn,[O] ang-niem-mat (ang-niem),"język angielski, język niemiecki, matematyka",,XXIV Liceum Ogólnokształcące im. Cypriana Kamila Norwida,ul. Obozowa,60,01-423,Wola,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,XXIV Liceum Ogólnokształcące im. Cypriana Kamila Norwida,Warszawa,Wola,Warszawa,15,30,0.5,4,200.00000,nie,ogólnodostępny
