Nr systemowy oddziału;Symbol oddziału;Nazwa krótka oddziału;Przedmioty rozszerzone;Zawód;Symbol klasyfikacyjny zawodu;Nr systemowy szkoły;REGON szkoły;Nazwa szkoły;Ulica szkoły;Nr budynku szkoły;Kod pocztowy szkoły;Dzielnica;Miejscowość szkoły;Kod SIMC miejscowości szkoły;Gmina szkoły;Kod TERC gminy szkoły;Powiat szkoły;Kod TERC powiatu szkoły;Województwo szkoły;Kod TERC województwa szkoły;Typ szkoły (LO/LP/TECH/BR1St/LU/TU/PS);Uprawnienia publiczne;Nr systemowy Punktu Naboru;Nazwa Punktu Naboru;Miejscowość Punktu Naboru;Nr systemowy organu prowadzącego;Nazwa organu prowadzącego;Miejscowość organu prowadzącego;Liczba miejsc w oddziale;Liczebność podstawowa oddziału;Krotność oddziału (l. miejsc/liczebność podst.);Cykl kształcenia;Maksimum punktowe;Ze sprawdzianem uzdolnień (tak/nie);Typ szczególny;Liczba chętnych ogółem;Liczba chętnych z orzeczeniem o potrzebie kształcenia specjalnego;Liczba chętnych ogółem z pozytywnie rozpatrzonymi wnioskami;Liczba chętnych ogółem z negatywnie rozpatrzonymi wnioskami;Liczba chętnych ogółem z nierozpatrzonymi wnioskami;Liczba chętnych ogółem z pozytywnie rozpatrzonymi osiągnięciami;Liczba chętnych ogółem z negatywnie rozpatrzonymi osiągnięciami;Liczba chętnych ogółem z nierozpatrzonymi osiągnięciami;Liczba chętnych z I preferencji łącznie;Liczba chętnych z I preferencji z pozytywnie rozpatrzonymi wnioskami;Liczba chętnych z I preferencji z negatywnie rozpatrzonymi wnioskami;Liczba chętnych z I preferencji z nierozpatrzonymi wnioskami;Liczba chętnych z I preferencji z pozytywnie rozpatrzonymi osiągnięciami;Liczba chętnych z I preferencji z negatywnie rozpatrzonymi osiągnięciami;Liczba chętnych z I preferencji z nierozpatrzonymi osiągnięciami;Liczba zarezerwowanych miejsc;Liczba rezerwacji potwierdzonych;Liczba rezerwacji niepotwierdzonych;Liczba potencjalnych kandydatów niezakwalifikowanych do tego oddziału;Liczba kandydatów zakwalifikowanych;Liczba kandydatów przyjętych
1774;1A;[O] mat-ang (ang-niem,hisz,ros);matematyka, język angielski;;;176;146293351;Liceum Ogólnokształcące w Markach;Piłsudskiego;96;05-270;brak;Marki;920901;Marki (m);1434021;wołomiński;1434;MAZOWIECKIE;14;LO;szkoła publiczna;133;Liceum Ogólnokształcące w Markach;Marki;20;Powiat Wołomiński;Wołomin;28;28;1;4;200.00000;nie;ogólnodostępny;106;2;103;3;0;103;3;0;6;5;1;0;5;1;0;0;0;0;0;14;12
1775;1B;[O] pol-ang (ang-niem,hisz,ros);język polski, język angielski;;;176;146293351;Liceum Ogólnokształcące w Markach;Piłsudskiego;96;05-270;brak;Marki;920901;Marki (m);1434021;wołomiński;1434;MAZOWIECKIE;14;LO;szkoła publiczna;133;Liceum Ogólnokształcące w Markach;Marki;20;Powiat Wołomiński;Wołomin;28;28;1;4;200.00000;nie;ogólnodostępny;127;7;121;6;0;120;7;0;20;19;1;0;19;1;0;0;0;0;1;28;27
1777;1C;[O] pol-ang (ang-niem,hisz,ros);język polski, język angielski;;;176;146293351;Liceum Ogólnokształcące w Markach;Piłsudskiego;96;05-270;brak;Marki;920901;Marki (m);1434021;wołomiński;1434;MAZOWIECKIE;14;LO;szkoła publiczna;133;Liceum Ogólnokształcące w Markach;Marki;20;Powiat Wołomiński;Wołomin;28;28;1;4;200.00000;nie;ogólnodostępny;104;6;101;3;0;101;3;0;10;8;2;0;8;2;0;1;1;0;0;13;14
1779;1D;[O] pol-ang (ang-niem,hisz,ros);język polski, język angielski;;;176;146293351;Liceum Ogólnokształcące w Markach;Piłsudskiego;96;05-270;brak;Marki;920901;Marki (m);1434021;wołomiński;1434;MAZOWIECKIE;14;LO;szkoła publiczna;133;Liceum Ogólnokształcące w Markach;Marki;20;Powiat Wołomiński;Wołomin;28;28;1;4;200.00000;nie;ogólnodostępny;132;6;125;7;0;125;7;0;22;19;3;0;19;3;0;1;1;0;0;25;24
5497;1w-zj;[O] Złotnik-jubiler (ang);;Złotnik-jubiler;731305;75;146355017;Branżowa Szkoła Rzemiosł Artystycznych I stopnia nr 65;ul. Alojzego Felińskiego;13;01-513;Żoliborz;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;BR1St;szkoła publiczna;66;Zespół Szkół nr 31 im. Jana Kilińskiego;Warszawa;18;Żoliborz;Warszawa;30;30;1;3;200.00000;nie;ogólnodostępny;66;6;62;4;0;62;4;0;4;4;0;0;4;0;0;6;0;6;11;0;30
6024;1w-om;[O] Optyk-mechanik (ang);;Optyk-mechanik;731104;75;146355017;Branżowa Szkoła Rzemiosł Artystycznych I stopnia nr 65;ul. Alojzego Felińskiego;13;01-513;Żoliborz;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;BR1St;szkoła publiczna;66;Zespół Szkół nr 31 im. Jana Kilińskiego;Warszawa;18;Żoliborz;Warszawa;0;30;0;3;200.00000;nie;ogólnodostępny;19;1;16;3;0;16;3;0;2;1;1;0;1;1;0;0;0;0;4;0;0
3325;1wb;[O] wielozawodowa (ang);;wielozawodowa;;47;361670927;Branżowa Szkoła I stopnia nr 66;ul. Księcia Janusza;45/47;01-452;Wola;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;BR1St;szkoła publiczna;47;Centrum Kształcenia Zawodowego i Ustawicznego nr 1;Warszawa;17;Wola;Warszawa;0;30;0;3;200.00000;nie;ogólnodostępny;70;8;65;5;0;63;7;0;2;0;2;0;0;2;0;0;0;0;0;0;0
3428;1Ah_DWA;[D] pol-hist-h.szt. (ang-hisz);język polski, historia, historia sztuki;;;237;367119461;CLVIII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Księżnej Izabeli Czartoryskiej;Stefana Szolc-Rogozińskiego;2;02-777;Ursynów;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;169;CLVIII Liceum Ogólnokształcące z Oddz. Dwuj. im. Księżnej Izabeli Czartoryskiej;Warszawa;12;Ursynów;Warszawa;32;32;1;4;225.65000;tak;dwujęzyczny;141;1;131;10;0;129;12;0;26;19;7;0;19;7;0;1;1;0;0;24;29
5978;1An_DWA;[D] pol-h.szt.-hist (ang-niem);język polski, historia sztuki, historia;;;237;367119461;CLVIII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Księżnej Izabeli Czartoryskiej;Stefana Szolc-Rogozińskiego;2;02-777;Ursynów;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;169;CLVIII Liceum Ogólnokształcące z Oddz. Dwuj. im. Księżnej Izabeli Czartoryskiej;Warszawa;12;Ursynów;Warszawa;0;30;0;4;225.65000;tak;dwujęzyczny;53;1;52;1;0;51;2;0;6;6;0;0;6;0;0;1;0;1;3;0;0
5982;1B_DWH;[D] geogr-wos-ang (hisz-ang);geografia, wiedza o społeczeństwie, język angielski;;;237;367119461;CLVIII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Księżnej Izabeli Czartoryskiej;Stefana Szolc-Rogozińskiego;2;02-777;Ursynów;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;169;CLVIII Liceum Ogólnokształcące z Oddz. Dwuj. im. Księżnej Izabeli Czartoryskiej;Warszawa;12;Ursynów;Warszawa;30;30;1;4;229.00000;tak;dwujęzyczny;81;3;80;1;0;80;1;0;16;16;0;0;16;0;0;2;2;0;0;23;26
5986;1Ch_dla_sportowców;[O] mat-biol-ang (ang-hisz);matematyka, biologia, język angielski;;;237;367119461;CLVIII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Księżnej Izabeli Czartoryskiej;Stefana Szolc-Rogozińskiego;2;02-777;Ursynów;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;169;CLVIII Liceum Ogólnokształcące z Oddz. Dwuj. im. Księżnej Izabeli Czartoryskiej;Warszawa;12;Ursynów;Warszawa;16;32;0.5;4;200.00000;nie;ogólnodostępny;105;1;103;2;0;102;3;0;27;27;0;0;26;1;0;1;1;0;25;15;16
5991;1Cn_dla_sportowców;[O] mat-biol-ang (ang-niem);matematyka, biologia, język angielski;;;237;367119461;CLVIII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Księżnej Izabeli Czartoryskiej;Stefana Szolc-Rogozińskiego;2;02-777;Ursynów;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;169;CLVIII Liceum Ogólnokształcące z Oddz. Dwuj. im. Księżnej Izabeli Czartoryskiej;Warszawa;12;Ursynów;Warszawa;16;32;0.5;4;200.00000;nie;ogólnodostępny;105;3;105;0;0;105;0;0;13;13;0;0;13;0;0;2;2;0;20;14;16
5992;1Dh;[O] biol-chem-ang (ang-hisz);biologia, chemia, język angielski;;;237;367119461;CLVIII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Księżnej Izabeli Czartoryskiej;Stefana Szolc-Rogozińskiego;2;02-777;Ursynów;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;169;CLVIII Liceum Ogólnokształcące z Oddz. Dwuj. im. Księżnej Izabeli Czartoryskiej;Warszawa;12;Ursynów;Warszawa;45;30;1.5;4;200.00000;nie;ogólnodostępny;260;0;256;4;0;256;4;0;22;21;1;0;21;1;0;1;1;0;9;44;40
5996;1Dn;[O] biol-chem-ang (ang-niem);biologia, chemia, język angielski;;;237;367119461;CLVIII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Księżnej Izabeli Czartoryskiej;Stefana Szolc-Rogozińskiego;2;02-777;Ursynów;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;169;CLVIII Liceum Ogólnokształcące z Oddz. Dwuj. im. Księżnej Izabeli Czartoryskiej;Warszawa;12;Ursynów;Warszawa;15;30;0.5;4;200.00000;nie;ogólnodostępny;191;3;191;0;0;191;0;0;7;7;0;0;7;0;0;1;1;0;10;14;13
2906;1A_n;[D] pol-hist (ang-niem*);język polski, historia;;;224;367334691;CLV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Bohaterek Powstania Warszawskiego;ul. Wojciecha Żywnego;25;02-701;Mokotów;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;158;CLV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Bohaterek Pow. War.;Warszawa;4;Mokotów;Warszawa;16;32;0.5;4;225.65000;tak;dwujęzyczny;108;1;105;3;0;103;5;0;22;22;0;0;22;0;0;0;0;0;16;16;16
2913;1A_h;[D] pol-hist (ang-hisz*);język polski, historia;;;224;367334691;CLV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Bohaterek Powstania Warszawskiego;ul. Wojciecha Żywnego;25;02-701;Mokotów;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;158;CLV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Bohaterek Pow. War.;Warszawa;4;Mokotów;Warszawa;16;32;0.5;4;225.65000;tak;dwujęzyczny;172;1;170;2;0;168;4;0;35;33;2;0;33;2;0;0;0;0;30;16;16
3327;1B_n;[D] mat-fiz (ang-niem*);matematyka, fizyka;;;224;367334691;CLV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Bohaterek Powstania Warszawskiego;ul. Wojciecha Żywnego;25;02-701;Mokotów;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;158;CLV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Bohaterek Pow. War.;Warszawa;4;Mokotów;Warszawa;16;32;0.5;4;225.65000;tak;dwujęzyczny;144;3;144;0;0;143;1;0;23;23;0;0;23;0;0;0;0;0;22;16;14
3330;1B_h;[D] fiz-mat (ang-hisz*);fizyka, matematyka;;;224;367334691;CLV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Bohaterek Powstania Warszawskiego;ul. Wojciecha Żywnego;25;02-701;Mokotów;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;158;CLV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Bohaterek Pow. War.;Warszawa;4;Mokotów;Warszawa;16;32;0.5;4;225.65000;tak;dwujęzyczny;134;1;134;0;0;133;1;0;22;22;0;0;22;0;0;0;0;0;18;16;13
3985;1C_n;[O] mat-inf-ang (ang-niem*);matematyka, informatyka, język angielski;;;224;367334691;CLV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Bohaterek Powstania Warszawskiego;ul. Wojciecha Żywnego;25;02-701;Mokotów;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;158;CLV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Bohaterek Pow. War.;Warszawa;4;Mokotów;Warszawa;16;32;0.5;4;200.00000;nie;ogólnodostępny;380;7;376;4;0;376;4;0;24;24;0;0;24;0;0;1;1;0;101;15;16
3995;1C_h;[O] mat-inf-ang (ang-hisz*);matematyka, informatyka, język angielski;;;224;367334691;CLV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Bohaterek Powstania Warszawskiego;ul. Wojciecha Żywnego;25;02-701;Mokotów;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;158;CLV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Bohaterek Pow. War.;Warszawa;4;Mokotów;Warszawa;16;32;0.5;4;200.00000;nie;ogólnodostępny;395;10;391;4;0;389;6;0;45;45;0;0;45;0;0;0;0;0;122;16;16
4005;1D;[D] mat-geogr-ang (niem*-ang);matematyka, geografia, język angielski;;;224;367334691;CLV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Bohaterek Powstania Warszawskiego;ul. Wojciecha Żywnego;25;02-701;Mokotów;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;158;CLV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Bohaterek Pow. War.;Warszawa;4;Mokotów;Warszawa;32;32;1;4;250.00000;tak;dwujęzyczny;87;1;86;1;0;86;1;0;18;18;0;0;18;0;0;3;3;0;0;28;28
4010;1E_n;[O] biol-chem-mat (ang-niem*);biologia, chemia, matematyka;;;224;367334691;CLV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Bohaterek Powstania Warszawskiego;ul. Wojciecha Żywnego;25;02-701;Mokotów;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;158;CLV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Bohaterek Pow. War.;Warszawa;4;Mokotów;Warszawa;16;32;0.5;4;200.00000;nie;ogólnodostępny;252;4;250;2;0;250;2;0;16;15;1;0;15;1;0;0;0;0;44;16;14
4015;1E_h;[O] biol-chem-mat (ang-hisz*);biologia, chemia, matematyka;;;224;367334691;CLV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Bohaterek Powstania Warszawskiego;ul. Wojciecha Żywnego;25;02-701;Mokotów;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;158;CLV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Bohaterek Pow. War.;Warszawa;4;Mokotów;Warszawa;16;32;0.5;4;200.00000;nie;ogólnodostępny;288;3;287;1;0;287;1;0;30;30;0;0;30;0;0;0;0;0;62;16;16
3761;1A;[I-o] pol-hist (ang-hisz*,niem*);język polski, historia;;;226;367334700;CLVI Liceum Ogólnokształcące Integracyjne „Przy Łazienkach Królewskich”;Podchorążych;49/61;00-722;Mokotów;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;161;CLVI Liceum Ogólnokształcące Integracyjne „Przy Łazienkach Królewskich”;Warszawa;4;Mokotów;Warszawa;30;20;1.5;4;200.00000;nie;integracyjny cz. ogólnodostępna;232;0;229;3;0;229;3;0;18;17;1;0;17;1;0;0;0;0;30;30;30
