Nr systemowy oddziału;Symbol oddziału;Nazwa krótka oddziału;Przedmioty rozszerzone;Zawód;Symbol klasyfikacyjny zawodu;Nr systemowy szkoły;REGON szkoły;Nazwa szkoły;Ulica szkoły;Nr budynku szkoły;Kod pocztowy szkoły;Dzielnica;Miejscowość szkoły;Kod SIMC miejscowości szkoły;Gmina szkoły;Kod TERC gminy szkoły;Powiat szkoły;Kod TERC powiatu szkoły;Województwo szkoły;Kod TERC województwa szkoły;Typ szkoły (LO/LP/TECH/BR1St/LU/TU/PS);Uprawnienia publiczne;Nr systemowy Punktu Naboru;Nazwa Punktu Naboru;Miejscowość Punktu Naboru;Nr systemowy organu prowadzącego;Nazwa organu prowadzącego;Miejscowość organu prowadzącego;Liczba miejsc w oddziale;Liczebność podstawowa oddziału;Krotność oddziału (l. miejsc/liczebność podst.);Cykl kształcenia;Maksimum punktowe;Ze sprawdzianem uzdolnień (tak/nie);Typ szczególny;Liczba chętnych ogółem;Liczba chętnych z orzeczeniem o potrzebie kształcenia specjalnego;Liczba chętnych ogółem z pozytywnie rozpatrzonymi wnioskami;Liczba chętnych ogółem z negatywnie rozpatrzonymi wnioskami;Liczba chętnych ogółem z nierozpatrzonymi wnioskami;Liczba chętnych ogółem z pozytywnie rozpatrzonymi osiągnięciami;Liczba chętnych ogółem z negatywnie rozpatrzonymi osiągnięciami;Liczba chętnych ogółem z nierozpatrzonymi osiągnięciami;Liczba chętnych z I preferencji łącznie;Liczba chętnych z I preferencji z pozytywnie rozpatrzonymi wnioskami;Liczba chętnych z I preferencji z negatywnie rozpatrzonymi wnioskami;Liczba chętnych z I preferencji z nierozpatrzonymi wnioskami;Liczba chętnych z I preferencji z pozytywnie rozpatrzonymi osiągnięciami;Liczba chętnych z I preferencji z negatywnie rozpatrzonymi osiągnięciami;Liczba chętnych z I preferencji z nierozpatrzonymi osiągnięciami;Liczba zarezerwowanych miejsc;Liczba rezerwacji potwierdzonych;Liczba rezerwacji niepotwierdzonych;Liczba potencjalnych kandydatów niezakwalifikowanych do tego oddziału;Liczba kandydatów zakwalifikowanych;Liczba kandydatów przyjętych
5878;1b2;[O] biol-chem-ang (ang-wlo);biologia, chemia, język angielski;;;103;13220912;CX Liceum Ogólnokształcące im. Roberta Schumana;ul. Jana III Sobieskiego;68;02-930;Mokotów;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;83;Zespół Szkół nr 59;Warszawa;4;Mokotów;Warszawa;16;32;0.5;4;200.00000;nie;ogólnodostępny;117;0;115;2;0;116;1;0;1;1;0;0;1;0;0;0;0;0;0;13;12
5883;1c1;[O] pol-hist-wos (ang-niem);język polski, historia, wiedza o społeczeństwie;;;103;13220912;CX Liceum Ogólnokształcące im. Roberta Schumana;ul. Jana III Sobieskiego;68;02-930;Mokotów;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;83;Zespół Szkół nr 59;Warszawa;4;Mokotów;Warszawa;16;32;0.5;4;200.00000;nie;ogólnodostępny;239;1;239;0;0;235;4;0;14;14;0;0;13;1;0;0;0;0;47;16;16
5888;1c2;[O] pol-hist-wos (ang-wlo);język polski, historia, wiedza o społeczeństwie;;;103;13220912;CX Liceum Ogólnokształcące im. Roberta Schumana;ul. Jana III Sobieskiego;68;02-930;Mokotów;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;83;Zespół Szkół nr 59;Warszawa;4;Mokotów;Warszawa;16;32;0.5;4;200.00000;nie;ogólnodostępny;254;1;252;2;0;251;3;0;15;15;0;0;15;0;0;1;1;0;45;15;15
5192;1A1;[D] geogr-mat-wos (ang-hisz*,fra,niem);geografia, matematyka, wiedza o społeczeństwie;;;109;13238993;XXXV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Bolesława Prusa;ul. Zwycięzców;7-Sep;03-936;Praga-Południe;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;89;XXXV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Bolesława Prusa;Warszawa;6;Praga Południe;Warszawa;30;30;1;4;225.65000;tak;dwujęzyczny;194;3;194;0;0;194;0;0;29;29;0;0;29;0;0;0;0;0;21;30;29
5197;1B;[O] geogr-mat-ang (ang-hisz*,fra,niem);geografia, matematyka, język angielski;;;109;13238993;XXXV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Bolesława Prusa;ul. Zwycięzców;7-Sep;03-936;Praga-Południe;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;89;XXXV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Bolesława Prusa;Warszawa;6;Praga Południe;Warszawa;31;31;1;4;200.00000;nie;ogólnodostępny;717;4;707;10;0;703;14;0;60;57;3;0;56;4;0;0;0;0;189;31;29
5202;1C;[O] mat-fiz-ang (ang-hisz*,fra,niem);matematyka, fizyka, język angielski;;;109;13238993;XXXV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Bolesława Prusa;ul. Zwycięzców;7-Sep;03-936;Praga-Południe;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;89;XXXV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Bolesława Prusa;Warszawa;6;Praga Południe;Warszawa;30;30;1;4;200.00000;nie;ogólnodostępny;472;4;463;9;0;463;9;0;29;28;1;0;28;1;0;0;0;0;75;30;26
5205;1D;[O] biol-chem-mat (ang-hisz*,fra,niem);biologia, chemia, matematyka;;;109;13238993;XXXV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Bolesława Prusa;ul. Zwycięzców;7-Sep;03-936;Praga-Południe;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;89;XXXV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Bolesława Prusa;Warszawa;6;Praga Południe;Warszawa;30;30;1;4;200.00000;nie;ogólnodostępny;468;1;467;1;0;466;2;0;32;32;0;0;32;0;0;1;1;0;112;29;26
5208;1A2;[D] pol-hist-wos (ang-hisz*,fra,niem);język polski, historia, wiedza o społeczeństwie;;;109;13238993;XXXV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Bolesława Prusa;ul. Zwycięzców;7-Sep;03-936;Praga-Południe;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;89;XXXV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Bolesława Prusa;Warszawa;6;Praga Południe;Warszawa;30;30;1;4;225.65000;tak;dwujęzyczny;187;0;186;1;0;186;1;0;16;16;0;0;16;0;0;0;0;0;6;30;30
5211;1M;[M] (ang-hisz*);;;;109;13238993;XXXV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Bolesława Prusa;ul. Zwycięzców;7-Sep;03-936;Praga-Południe;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;89;XXXV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Bolesława Prusa;Warszawa;6;Praga Południe;Warszawa;30;30;1;4;225.65000;tak;międzynarodowy;241;3;239;2;0;238;3;0;65;63;2;0;62;3;0;1;1;0;38;29;28
2959;1aP;[O] (ang-niem*,hisz*);;;;273;13300717;Liceum Ogólnokształcące im. Ks. Zygmunta Sajny;Sajny;16;05-530;brak;Góra Kalwaria;920321;Góra Kalwaria (M-w);1418014;piaseczyński;1418;MAZOWIECKIE;14;LO;szkoła publiczna;191;Liceum Ogólnokształcące im. Ks. Zygmunta Sajny;Góra Kalwaria;19;Powiat Piaseczyński;Piaseczno;26;26;1;4;200.00000;nie;ogólnodostępny;138;1;138;0;0;137;1;0;35;35;0;0;35;0;0;0;0;0;23;26;24
2963;1bp;[O] (ang-niem*,hisz*);;;;273;13300717;Liceum Ogólnokształcące im. Ks. Zygmunta Sajny;Sajny;16;05-530;brak;Góra Kalwaria;920321;Góra Kalwaria (M-w);1418014;piaseczyński;1418;MAZOWIECKIE;14;LO;szkoła publiczna;191;Liceum Ogólnokształcące im. Ks. Zygmunta Sajny;Góra Kalwaria;19;Powiat Piaseczyński;Piaseczno;26;26;1;4;200.00000;nie;ogólnodostępny;109;0;109;0;0;109;0;0;33;33;0;0;33;0;0;0;0;0;21;26;21
4118;1A,1B/1;[O] mat-fiz-ang (ang-niem*);matematyka, fizyka, język angielski;;;99;15164566;CXXII Liceum Ogólnokształcące im. Ignacego Domeyki;ul. Leopolda Staffa;3-May;01-891;Bielany;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;79;CXXII Liceum Ogólnokształcące im. Ignacego Domeyki;Warszawa;3;Bielany;Warszawa;45;30;1.5;4;200.00000;nie;ogólnodostępny;495;6;492;3;0;493;2;0;64;63;1;0;63;1;0;1;1;0;118;44;44
4132;1B/2;[O] mat-fiz-ang (ang-hisz);matematyka, fizyka, język angielski;;;99;15164566;CXXII Liceum Ogólnokształcące im. Ignacego Domeyki;ul. Leopolda Staffa;3-May;01-891;Bielany;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;79;CXXII Liceum Ogólnokształcące im. Ignacego Domeyki;Warszawa;3;Bielany;Warszawa;15;30;0.5;4;200.00000;nie;ogólnodostępny;455;8;452;3;0;453;2;0;40;40;0;0;40;0;0;0;0;0;113;15;15
4137;1C;[O] mat-geogr-ang (ang-niem*);matematyka, geografia, język angielski;;;99;15164566;CXXII Liceum Ogólnokształcące im. Ignacego Domeyki;ul. Leopolda Staffa;3-May;01-891;Bielany;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;79;CXXII Liceum Ogólnokształcące im. Ignacego Domeyki;Warszawa;3;Bielany;Warszawa;30;30;1;4;200.00000;nie;ogólnodostępny;506;4;503;3;0;503;3;0;53;52;1;0;52;1;0;0;0;0;126;30;30
4138;1D;[O] mat-biol-chem (ang-niem*);matematyka, biologia, chemia;;;99;15164566;CXXII Liceum Ogólnokształcące im. Ignacego Domeyki;ul. Leopolda Staffa;3-May;01-891;Bielany;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;79;CXXII Liceum Ogólnokształcące im. Ignacego Domeyki;Warszawa;3;Bielany;Warszawa;30;30;1;4;200.00000;nie;ogólnodostępny;368;2;366;2;0;366;2;0;27;27;0;0;27;0;0;0;0;0;63;30;30
3029;1AO;[I-o] pol-ang-biol (ang-niem);język polski, język angielski, biologia;;;94;15198281;CII Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. Księdza Józefa Woźniaka;ul. Bartnicza;2;03-358;Targówek;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;75;Zespół Szkół z Oddziałami Integracyjnymi nr 41;Warszawa;10;Targówek;Warszawa;30;20;1.5;4;200.00000;nie;integracyjny cz. ogólnodostępna;104;0;95;3;6;94;4;6;17;11;0;6;11;0;6;0;0;0;7;17;25
3065;1AI;[I-i] pol-ang-biol (ang-niem);język polski, język angielski, biologia;;;94;15198281;CII Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. Księdza Józefa Woźniaka;ul. Bartnicza;2;03-358;Targówek;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;75;Zespół Szkół z Oddziałami Integracyjnymi nr 41;Warszawa;10;Targówek;Warszawa;10;20;0.5;4;null;nie;integracyjny cz. dla kandydatów z orzeczeniem o potrzebie kształcenia specjalnego;25;25;23;0;2;23;0;2;8;6;0;2;6;0;2;0;0;0;2;6;9
3157;1BO;[I-o] pol-ang-geogr (ang-ros);język polski, język angielski, geografia;;;94;15198281;CII Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. Księdza Józefa Woźniaka;ul. Bartnicza;2;03-358;Targówek;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;75;Zespół Szkół z Oddziałami Integracyjnymi nr 41;Warszawa;10;Targówek;Warszawa;15;20;0.75;4;200.00000;nie;integracyjny cz. ogólnodostępna;96;0;92;2;2;91;3;2;8;6;0;2;6;0;2;0;0;0;2;12;13
3172;1BI;[I-i] pol-ang-geogr (ang-ros);język polski, język angielski, geografia;;;94;15198281;CII Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. Księdza Józefa Woźniaka;ul. Bartnicza;2;03-358;Targówek;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;75;Zespół Szkół z Oddziałami Integracyjnymi nr 41;Warszawa;10;Targówek;Warszawa;5;20;0.25;4;null;nie;integracyjny cz. dla kandydatów z orzeczeniem o potrzebie kształcenia specjalnego;30;30;30;0;0;30;0;0;5;5;0;0;5;0;0;0;0;0;2;5;5
3215;1CO;[I-o] pol-ang-hist (ang-niem);język polski, język angielski, historia;;;94;15198281;CII Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. Księdza Józefa Woźniaka;ul. Bartnicza;2;03-358;Targówek;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;75;Zespół Szkół z Oddziałami Integracyjnymi nr 41;Warszawa;10;Targówek;Warszawa;15;20;0.75;4;200.00000;nie;integracyjny cz. ogólnodostępna;96;0;95;1;0;95;1;0;6;6;0;0;6;0;0;1;1;0;1;14;14
3225;1CI;[I-i] pol-ang-hist (ang-niem);język polski, język angielski, historia;;;94;15198281;CII Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. Księdza Józefa Woźniaka;ul. Bartnicza;2;03-358;Targówek;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;75;Zespół Szkół z Oddziałami Integracyjnymi nr 41;Warszawa;10;Targówek;Warszawa;5;20;0.25;4;null;nie;integracyjny cz. dla kandydatów z orzeczeniem o potrzebie kształcenia specjalnego;25;25;25;0;0;25;0;0;2;2;0;0;2;0;0;2;2;0;0;2;5
2285;1a-wojskowa;[O] ang-mat-hist (ang-niem);język angielski, matematyka, historia;;;177;15209375;Liceum Ogólnokształcące  im. Bitwy Warszawskiej 1920 rokuw Urlach;Żwirki i Wigury;4;05-281;brak;Urle;673383;Jadów (w);1434062;wołomiński;1434;MAZOWIECKIE;14;LO;szkoła publiczna;126;Liceum Ogólnokształcące im.Bitwy Warszawskiej 1920r w Urlach;Urle;20;Powiat Wołomiński;Wołomin;28;28;1;4;200.00000;nie;ogólnodostępny;24;0;23;1;0;20;4;0;14;13;1;0;10;4;0;0;0;0;0;10;0
2309;1b-policyjna;[O] ang-mat-hist (ang-niem);język angielski, matematyka, historia;;;177;15209375;Liceum Ogólnokształcące  im. Bitwy Warszawskiej 1920 rokuw Urlach;Żwirki i Wigury;4;05-281;brak;Urle;673383;Jadów (w);1434062;wołomiński;1434;MAZOWIECKIE;14;LO;szkoła publiczna;126;Liceum Ogólnokształcące im.Bitwy Warszawskiej 1920r w Urlach;Urle;20;Powiat Wołomiński;Wołomin;28;28;1;4;200.00000;nie;ogólnodostępny;19;0;12;7;0;12;7;0;10;3;7;0;3;7;0;0;0;0;0;2;0
6011;1c-ratownictwa;[O] ang-biol-mat (ang-niem);język angielski, biologia, matematyka;;;177;15209375;Liceum Ogólnokształcące  im. Bitwy Warszawskiej 1920 rokuw Urlach;Żwirki i Wigury;4;05-281;brak;Urle;673383;Jadów (w);1434062;wołomiński;1434;MAZOWIECKIE;14;LO;szkoła publiczna;126;Liceum Ogólnokształcące im.Bitwy Warszawskiej 1920r w Urlach;Urle;20;Powiat Wołomiński;Wołomin;28;28;1;4;200.00000;nie;ogólnodostępny;2;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5250;1a-hum./fr.;[O] pol-wos-ang (ang-fra*);język polski, wiedza o społeczeństwie, język angielski;;;25;15213394;XLIII Liceum Ogólnokształcące im. Kazimierza Wielkiego;al. Niepodległości;27;02-653;Mokotów;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;25;XLIII Liceum Ogólnokształcące im. Kazimierza Wielkiego;Warszawa;4;Mokotów;Warszawa;11;33;0.3333333333;4;200.00000;nie;ogólnodostępny;361;2;355;6;0;355;6;0;17;17;0;0;17;0;0;0;0;0;65;11;11
5253;1a-hum./niem.;[O] pol-wos-ang (ang-niem*);język polski, wiedza o społeczeństwie, język angielski;;;25;15213394;XLIII Liceum Ogólnokształcące im. Kazimierza Wielkiego;al. Niepodległości;27;02-653;Mokotów;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;25;XLIII Liceum Ogólnokształcące im. Kazimierza Wielkiego;Warszawa;4;Mokotów;Warszawa;11;33;0.3333333333;4;200.00000;nie;ogólnodostępny;431;4;423;8;0;425;6;0;26;24;2;0;24;2;0;0;0;0;102;11;11
5268;1a-hum./ros.;[O] pol-wos-ang (ang-ros*);język polski, wiedza o społeczeństwie, język angielski;;;25;15213394;XLIII Liceum Ogólnokształcące im. Kazimierza Wielkiego;al. Niepodległości;27;02-653;Mokotów;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;25;XLIII Liceum Ogólnokształcące im. Kazimierza Wielkiego;Warszawa;4;Mokotów;Warszawa;11;33;0.3333333333;4;200.00000;nie;ogólnodostępny;278;0;274;4;0;275;3;0;17;16;1;0;16;1;0;0;0;0;67;11;11
5314;1b-biol-chem/fr.;[O] biol-chem-ang (ang-fra*);biologia, chemia, język angielski;;;25;15213394;XLIII Liceum Ogólnokształcące im. Kazimierza Wielkiego;al. Niepodległości;27;02-653;Mokotów;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;25;XLIII Liceum Ogólnokształcące im. Kazimierza Wielkiego;Warszawa;4;Mokotów;Warszawa;22;33;0.6666666667;4;200.00000;nie;ogólnodostępny;235;1;233;1;1;232;2;1;7;6;0;1;6;0;1;0;0;0;9;22;21
5324;1b/biol-chem/niem.;[O] biol-chem-ang (ang-niem*);biologia, chemia, język angielski;;;25;15213394;XLIII Liceum Ogólnokształcące im. Kazimierza Wielkiego;al. Niepodległości;27;02-653;Mokotów;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;25;XLIII Liceum Ogólnokształcące im. Kazimierza Wielkiego;Warszawa;4;Mokotów;Warszawa;22;33;0.6666666667;4;200.00000;nie;ogólnodostępny;303;3;302;1;0;302;1;0;11;11;0;0;11;0;0;0;0;0;26;22;21
5332;1b/biol-chem/ros.;[O] biol-chem-ang (ang-ros*);biologia, chemia, język angielski;;;25;15213394;XLIII Liceum Ogólnokształcące im. Kazimierza Wielkiego;al. Niepodległości;27;02-653;Mokotów;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;25;XLIII Liceum Ogólnokształcące im. Kazimierza Wielkiego;Warszawa;4;Mokotów;Warszawa;22;33;0.6666666667;4;200.00000;nie;ogólnodostępny;195;2;193;2;0;194;1;0;7;7;0;0;7;0;0;0;0;0;10;22;21
5352;1c-ekon/fr.;[O] mat-geogr-ang (ang-fra*);matematyka, geografia, język angielski;;;25;15213394;XLIII Liceum Ogólnokształcące im. Kazimierza Wielkiego;al. Niepodległości;27;02-653;Mokotów;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;25;XLIII Liceum Ogólnokształcące im. Kazimierza Wielkiego;Warszawa;4;Mokotów;Warszawa;11;33;0.3333333333;4;200.00000;nie;ogólnodostępny;276;1;273;3;0;273;3;0;12;12;0;0;12;0;0;0;0;0;37;11;11
5368;1c-ekon/niem.;[O] mat-geogr-ang (ang-niem*);matematyka, geografia, język angielski;;;25;15213394;XLIII Liceum Ogólnokształcące im. Kazimierza Wielkiego;al. Niepodległości;27;02-653;Mokotów;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;25;XLIII Liceum Ogólnokształcące im. Kazimierza Wielkiego;Warszawa;4;Mokotów;Warszawa;11;33;0.3333333333;4;200.00000;nie;ogólnodostępny;495;3;490;5;0;489;6;0;20;20;0;0;20;0;0;0;0;0;73;11;11
5377;1c-ekon/ros.;[O] mat-geogr-ang (ang-ros*);matematyka, geografia, język angielski;;;25;15213394;XLIII Liceum Ogólnokształcące im. Kazimierza Wielkiego;al. Niepodległości;27;02-653;Mokotów;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;25;XLIII Liceum Ogólnokształcące im. Kazimierza Wielkiego;Warszawa;4;Mokotów;Warszawa;11;33;0.3333333333;4;200.00000;nie;ogólnodostępny;254;3;252;2;0;252;2;0;9;9;0;0;9;0;0;0;0;0;33;11;10
5392;1d-społ-pr/fr.;[O] hist-wos-ang (ang-fra*);historia, wiedza o społeczeństwie, język angielski;;;25;15213394;XLIII Liceum Ogólnokształcące im. Kazimierza Wielkiego;al. Niepodległości;27;02-653;Mokotów;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;25;XLIII Liceum Ogólnokształcące im. Kazimierza Wielkiego;Warszawa;4;Mokotów;Warszawa;11;33;0.3333333333;4;200.00000;nie;ogólnodostępny;281;4;279;2;0;280;1;0;10;10;0;0;10;0;0;0;0;0;55;11;10
5410;1d-społ-pr/niem.;[O] hist-wos-ang (ang-niem*);historia, wiedza o społeczeństwie, język angielski;;;25;15213394;XLIII Liceum Ogólnokształcące im. Kazimierza Wielkiego;al. Niepodległości;27;02-653;Mokotów;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;25;XLIII Liceum Ogólnokształcące im. Kazimierza Wielkiego;Warszawa;4;Mokotów;Warszawa;11;33;0.3333333333;4;200.00000;nie;ogólnodostępny;373;6;370;2;1;370;2;1;24;23;0;1;23;0;1;0;0;0;82;11;9
5420;1d-społ-pr/ros.;[O] hist-wos-ang (ang-ros*);historia, wiedza o społeczeństwie, język angielski;;;25;15213394;XLIII Liceum Ogólnokształcące im. Kazimierza Wielkiego;al. Niepodległości;27;02-653;Mokotów;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;25;XLIII Liceum Ogólnokształcące im. Kazimierza Wielkiego;Warszawa;4;Mokotów;Warszawa;11;33;0.3333333333;4;200.00000;nie;ogólnodostępny;241;3;238;3;0;239;2;0;17;17;0;0;17;0;0;0;0;0;60;11;10
4432;1Ta;[O] Technik ekonomista (ang-hisz,niem,ros);;Technik ekonomista;331403;54;15217417;Technikum nr 3 im. Ludwika Krzywickiego;ul. Chłodna;36/46;00-872;Wola;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;TECH;szkoła publiczna;52;Zespół Szkół nr 7 im. Szczepana Bońkowskiego;Warszawa;17;Wola;Warszawa;31;31;1;5;200.00000;nie;ogólnodostępny;179;5;177;2;0;177;2;0;17;17;0;0;17;0;0;3;3;0;0;28;29
4587;1Tb;[O] Technik organizacji turystyki (ang-hisz,niem,ros);;Technik organizacji turystyki;422104;54;15217417;Technikum nr 3 im. Ludwika Krzywickiego;ul. Chłodna;36/46;00-872;Wola;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;TECH;szkoła publiczna;52;Zespół Szkół nr 7 im. Szczepana Bońkowskiego;Warszawa;17;Wola;Warszawa;31;31;1;5;200.00000;nie;ogólnodostępny;242;5;240;2;0;240;2;0;30;30;0;0;30;0;0;4;4;0;13;27;30
4652;1Tc;[O] Technik logistyk (ang-hisz,niem,ros);;Technik logistyk;333107;54;15217417;Technikum nr 3 im. Ludwika Krzywickiego;ul. Chłodna;36/46;00-872;Wola;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;TECH;szkoła publiczna;52;Zespół Szkół nr 7 im. Szczepana Bońkowskiego;Warszawa;17;Wola;Warszawa;31;31;1;5;200.00000;nie;ogólnodostępny;280;4;275;5;0;275;5;0;26;24;2;0;24;2;0;3;3;0;13;27;27
4679;1La;[O] ang-hiszp-geogr (ang-hisz);język angielski, język hiszpański, geografia;;;53;15217446;CXXV Liceum Ogólnokształcące im. Waldemara Milewicza;ul. Chłodna;36/46;00-872;Wola;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;52;Zespół Szkół nr 7 im. Szczepana Bońkowskiego;Warszawa;17;Wola;Warszawa;64;32;2;4;200.00000;nie;ogólnodostępny;411;7;405;6;0;405;6;0;16;14;2;0;14;2;0;4;4;0;12;60;53
4727;1Ld;[PW] ang-hist (ang-hisz,niem,ros);język angielski, historia;;;53;15217446;CXXV Liceum Ogólnokształcące im. Waldemara Milewicza;ul. Chłodna;36/46;00-872;Wola;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;52;Zespół Szkół nr 7 im. Szczepana Bońkowskiego;Warszawa;17;Wola;Warszawa;32;32;1;4;100.00000;tak;przygotowania wojskowego;104;1;104;0;0;104;0;0;34;34;0;0;34;0;0;0;0;0;2;32;31
4732;1Le;[PW] ang-mat (ang-hisz,niem,ros);język angielski, matematyka;;;53;15217446;CXXV Liceum Ogólnokształcące im. Waldemara Milewicza;ul. Chłodna;36/46;00-872;Wola;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;52;Zespół Szkół nr 7 im. Szczepana Bońkowskiego;Warszawa;17;Wola;Warszawa;30;30;1;4;100.00000;tak;przygotowania wojskowego;47;0;47;0;0;47;0;0;8;8;0;0;8;0;0;0;0;0;0;10;23
2376;1a-Humanistyczny;[O] pol-ang-hist (ang-niem,ros);język polski, język angielski, historia;;;219;15226333;Liceum Ogólnokształacące im. I. J. Paderewskiego ;I. J. Paderewskiego ;29;05-070;brak;Sulejówek;921668;Sulejówek (m);1412151;miński;1412;MAZOWIECKIE;14;LO;szkoła publiczna;154;Zespół Szkół Ponadpodstawowych im. I J Paderewskiego;Sulejówek;28;Miasto Sulejówek;Sulejówek;30;30;1;4;200.00000;nie;ogólnodostępny;76;3;74;2;0;73;3;0;14;13;1;0;12;2;0;0;0;0;0;16;19
2379;1b-Bezp.Narod.;[O] wos-hist-ang (ang-niem,ros);wiedza o społeczeństwie, historia, język angielski;;;219;15226333;Liceum Ogólnokształacące im. I. J. Paderewskiego ;I. J. Paderewskiego ;29;05-070;brak;Sulejówek;921668;Sulejówek (m);1412151;miński;1412;MAZOWIECKIE;14;LO;szkoła publiczna;154;Zespół Szkół Ponadpodstawowych im. I J Paderewskiego;Sulejówek;28;Miasto Sulejówek;Sulejówek;30;30;1;4;200.00000;nie;ogólnodostępny;70;0;68;2;0;67;3;0;21;19;2;0;18;3;0;0;0;0;0;27;27
